30 60
255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 242,242,242 194,194,194 223,223,223 182,182,182 195,195,195 192,192,192 180,180,180 168,168,168 247,247,247 255,255,255 255,255,255 239,239,239 255,255,255 255,255,255 255,255,255 244,244,244 255,255,255 245,245,245 255,255,255 249,249,249 228,228,228 255,255,255 255,255,255 255,255,255 190,190,190 255,255,255 237,237,237 249,249,249 194,194,194 255,255,255 255,255,255 255,255,255 243,243,243 239,239,239 255,255,255 255,255,255 249,249,249 245,245,245 255,255,255 252,252,252 194,194,194 255,255,255 255,255,255 186,186,186 255,255,255 255,255,255 254,254,254 241,241,241 255,255,255 218,218,218 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
250,250,250 251,251,251 231,231,231 255,255,255 245,245,245 255,255,255 172,172,172 245,245,245 3,3,3 13,13,13 255,255,255 254,254,254 204,204,204 255,255,255 0,0,0 0,0,0 0,0,0 5,5,5 0,0,0 6,6,6 233,233,233 238,238,238 255,255,255 236,236,236 246,246,246 23,23,23 0,0,0 5,5,5 0,0,0 190,190,190 242,242,242 255,255,255 14,14,14 3,3,3 176,176,176 186,186,186 191,191,191 191,191,191 0,0,0 0,0,0 174,174,174 9,9,9 22,22,22 0,0,0 7,7,7 0,0,0 0,0,0 249,249,249 200,200,200 247,247,247 248,248,248 255,255,255 254,254,254 236,236,236 192,192,192 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 255,255,255 200,200,200 0,0,0 0,0,0 0,0,0 244,244,244 250,250,250 191,191,191 255,255,255 0,0,0 11,11,11 245,245,245 255,255,255 255,255,255 0,0,0 17,17,17 255,255,255 237,237,237 255,255,255 13,13,13 0,0,0 253,253,253 255,255,255 0,0,0 5,5,5 255,255,255 253,253,253 0,0,0 0,0,0 255,255,255 255,255,255 247,247,247 0,0,0 36,36,36 247,247,247 255,255,255 0,0,0 8,8,8 247,247,247 246,246,246 255,255,255 9,9,9 1,1,1 186,186,186 252,252,252 233,233,233 242,242,242 255,255,255 255,255,255 187,187,187 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 240,240,240 243,243,243 251,251,251 255,255,255 249,249,249 6,6,6 13,13,13 8,8,8 0,0,0 255,255,255 250,250,250 186,186,186 255,255,255 0,0,0 6,6,6 255,255,255 238,238,238 244,244,244 254,254,254 0,0,0 0,0,0 255,255,255 10,10,10 0,0,0 246,246,246 255,255,255 254,254,254 242,242,242 0,0,0 0,0,0 250,250,250 0,0,0 0,0,0 255,255,255 255,255,255 0,0,0 7,7,7 233,233,233 252,252,252 240,240,240 0,0,0 13,13,13 249,249,249 247,247,247 226,226,226 192,192,192 0,0,0 7,7,7 180,180,180 211,211,211 178,178,178 180,180,180 206,206,206 181,181,181 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
244,244,244 255,255,255 255,255,255 241,241,241 255,255,255 254,254,254 173,173,173 249,249,249 0,0,0 10,10,10 239,239,239 255,255,255 197,197,197 241,241,241 15,15,15 0,0,0 255,255,255 249,249,249 241,241,241 255,255,255 0,0,0 16,16,16 208,208,208 174,174,174 190,190,190 178,178,178 197,197,197 189,189,189 193,193,193 14,14,14 8,8,8 193,193,193 0,0,0 8,8,8 180,180,180 11,11,11 0,0,0 170,170,170 212,212,212 184,184,184 201,201,201 9,9,9 0,0,0 253,253,253 255,255,255 255,255,255 5,5,5 0,0,0 225,225,225 255,255,255 241,241,241 251,251,251 255,255,255 252,252,252 184,184,184 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 248,248,248 255,255,255 237,237,237 255,255,255 215,215,215 243,243,243 3,3,3 0,0,0 255,255,255 253,253,253 198,198,198 255,255,255 4,4,4 0,0,0 243,243,243 255,255,255 255,255,255 246,246,246 10,10,10 0,0,0 255,255,255 255,255,255 254,254,254 255,255,255 237,237,237 255,255,255 0,0,0 0,0,0 255,255,255 244,244,244 0,0,0 0,0,0 10,10,10 0,0,0 255,255,255 248,248,248 255,255,255 252,252,252 255,255,255 0,0,0 0,0,0 8,8,8 0,0,0 1,1,1 4,4,4 254,254,254 255,255,255 255,255,255 239,239,239 252,252,252 249,249,249 244,244,244 199,199,199 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
196,196,196 192,192,192 180,180,180 193,193,193 194,194,194 181,181,181 210,210,210 255,255,255 3,3,3 0,0,0 192,192,192 192,192,192 188,188,188 253,253,253 2,2,2 2,2,2 252,252,252 248,248,248 255,255,255 248,248,248 0,0,0 2,2,2 252,252,252 252,252,252 246,246,246 255,255,255 247,247,247 22,22,22 1,1,1 252,252,252 251,251,251 254,254,254 3,3,3 3,3,3 0,0,0 0,0,0 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 2,2,2 0,0,0 249,249,249 255,255,255 244,244,244 13,13,13 0,0,0 255,255,255 253,253,253 250,250,250 255,255,255 244,244,244 255,255,255 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 231,231,231 253,253,253 4,4,4 0,0,0 248,248,248 252,252,252 194,194,194 254,254,254 0,0,0 0,0,0 248,248,248 255,255,255 237,237,237 255,255,255 0,0,0 8,8,8 242,242,242 255,255,255 255,255,255 246,246,246 11,11,11 0,0,0 251,251,251 254,254,254 243,243,243 255,255,255 0,0,0 0,0,0 255,255,255 12,12,12 0,0,0 254,254,254 253,253,253 246,246,246 248,248,248 0,0,0 0,0,0 255,255,255 255,255,255 240,240,240 177,177,177 5,5,5 0,0,0 255,255,255 255,255,255 238,238,238 255,255,255 255,255,255 185,185,185 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
248,248,248 255,255,255 245,245,245 241,241,241 247,247,247 255,255,255 243,243,243 255,255,255 0,0,0 0,0,0 255,255,255 243,243,243 199,199,199 244,244,244 5,5,5 25,25,25 255,255,255 247,247,247 245,245,245 252,252,252 30,30,30 0,0,0 255,255,255 251,251,251 253,253,253 2,2,2 0,0,0 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 14,14,14 0,0,0 255,255,255 241,241,241 2,2,2 21,21,21 255,255,255 249,249,249 246,246,246 1,1,1 15,15,15 230,230,230 249,249,249 255,255,255 218,218,218 0,0,0 14,14,14 255,255,255 253,253,253 246,246,246 255,255,255 243,243,243 198,198,198 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
238,238,238 255,255,255 239,239,239 255,255,255 243,243,243 236,236,236 251,251,251 252,252,252 7,7,7 5,5,5 172,172,172 219,219,219 182,182,182 244,244,244 0,0,0 0,0,0 248,248,248 255,255,255 255,255,255 0,0,0 0,0,0 202,202,202 250,250,250 253,253,253 0,0,0 0,0,0 255,255,255 248,248,248 218,218,218 255,255,255 255,255,255 244,244,244 0,0,0 0,0,0 255,255,255 255,255,255 249,249,249 0,0,0 0,0,0 255,255,255 255,255,255 0,0,0 5,5,5 255,255,255 246,246,246 255,255,255 0,0,0 0,0,0 242,242,242 251,251,251 248,248,248 255,255,255 248,248,248 252,252,252 194,194,194 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 158,158,158 213,213,213 181,181,181 190,190,190 213,213,213 10,10,10 0,0,0 0,0,0 0,0,0 11,11,11 0,0,0 210,210,210 191,191,191 11,11,11 0,0,0 2,2,2 0,0,0 0,0,0 23,23,23 207,207,207 169,169,169 248,248,248 4,4,4 0,0,0 4,4,4 6,6,6 0,0,0 20,20,20 1,1,1 0,0,0 255,255,255 6,6,6 0,0,0 248,248,248 255,255,255 248,248,248 255,255,255 0,0,0 5,5,5 253,253,253 0,0,0 8,8,8 0,0,0 8,8,8 9,9,9 0,0,0 255,255,255 255,255,255 247,247,247 255,255,255 249,249,249 255,255,255 255,255,255 179,179,179 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 196,196,196 242,242,242 247,247,247 247,247,247 255,255,255 242,242,242 255,255,255 244,244,244 255,255,255 196,196,196 252,252,252 190,190,190 255,255,255 234,234,234 255,255,255 251,251,251 204,204,204 232,232,232 241,241,241 250,250,250 230,230,230 250,250,250 252,252,252 255,255,255 242,242,242 245,245,245 255,255,255 250,250,250 236,236,236 248,248,248 254,254,254 242,242,242 179,179,179 252,252,252 255,255,255 255,255,255 236,236,236 255,255,255 235,235,235 252,252,252 186,186,186 206,206,206 188,188,188 175,175,175 197,197,197 164,164,164 255,255,255 237,237,237 253,253,253 255,255,255 250,250,250 255,255,255 253,253,253 193,193,193 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
245,245,245 196,196,196 255,255,255 255,255,255 251,251,251 235,235,235 255,255,255 249,249,249 255,255,255 255,255,255 180,180,180 255,255,255 184,184,184 255,255,255 255,255,255 249,249,249 255,255,255 195,195,195 251,251,251 255,255,255 227,227,227 172,172,172 215,215,215 177,177,177 200,200,200 174,174,174 183,183,183 196,196,196 202,202,202 195,195,195 213,213,213 189,189,189 197,197,197 197,197,197 255,255,255 246,246,246 255,255,255 253,253,253 255,255,255 255,255,255 248,248,248 197,197,197 249,249,249 255,255,255 255,255,255 239,239,239 213,213,213 245,245,245 255,255,255 254,254,254 252,252,252 255,255,255 249,249,249 237,237,237 206,206,206 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 186,186,186 245,245,245 255,255,255 255,255,255 250,250,250 255,255,255 236,236,236 246,246,246 255,255,255 190,190,190 251,251,251 207,207,207 231,231,231 255,255,255 246,246,246 246,246,246 183,183,183 255,255,255 253,253,253 255,255,255 255,255,255 224,224,224 255,255,255 243,243,243 224,224,224 229,229,229 255,255,255 249,249,249 239,239,239 255,255,255 255,255,255 250,250,250 255,255,255 245,245,245 245,245,245 255,255,255 252,252,252 238,238,238 255,255,255 255,255,255 176,176,176 255,255,255 251,251,251 245,245,245 255,255,255 187,187,187 252,252,252 252,252,252 245,245,245 255,255,255 245,245,245 255,255,255 255,255,255 189,189,189 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
