30 60
243,243,243 241,241,241 255,255,255 255,255,255 255,255,255 239,239,239 188,188,188 228,228,228 197,197,197 187,187,187 200,200,200 198,198,198 191,191,191 255,255,255 254,254,254 255,255,255 232,232,232 249,249,249 255,255,255 251,251,251 237,237,237 254,254,254 237,237,237 255,255,255 237,237,237 254,254,254 255,255,255 255,255,255 247,247,247 206,206,206 251,251,251 245,245,245 252,252,252 204,204,204 246,246,246 255,255,255 255,255,255 241,241,241 241,241,241 246,246,246 253,253,253 255,255,255 253,253,253 251,251,251 242,242,242 189,189,189 255,255,255 255,255,255 165,165,165 255,255,255 255,255,255 246,246,246 255,255,255 255,255,255 175,175,175 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 242,242,242 255,255,255 244,244,244 8,8,8 0,0,0 232,232,232 255,255,255 246,246,246 255,255,255 0,0,0 0,0,0 253,253,253 246,246,246 241,241,241 20,20,20 0,0,0 0,0,0 13,13,13 249,249,249 255,255,255 255,255,255 0,0,0 7,7,7 0,0,0 0,0,0 0,0,0 0,0,0 194,194,194 245,245,245 247,247,247 238,238,238 178,178,178 8,8,8 0,0,0 0,0,0 2,2,2 190,190,190 197,197,197 170,170,170 192,192,192 0,0,0 19,19,19 3,3,3 9,9,9 0,0,0 0,0,0 213,213,213 248,248,248 247,247,247 255,255,255 254,254,254 244,244,244 186,186,186 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 243,243,243 243,243,243 255,255,255 251,251,251 0,0,0 0,0,0 13,13,13 229,229,229 255,255,255 242,242,242 4,4,4 0,0,0 255,255,255 255,255,255 8,8,8 0,0,0 253,253,253 249,249,249 0,0,0 0,0,0 245,245,245 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 238,238,238 0,0,0 12,12,12 249,249,249 255,255,255 255,255,255 0,0,0 19,19,19 245,245,245 247,247,247 7,7,7 7,7,7 244,244,244 255,255,255 0,0,0 16,16,16 223,223,223 251,251,251 255,255,255 255,255,255 0,0,0 0,0,0 218,218,218 255,255,255 238,238,238 249,249,249 255,255,255 191,191,191 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 254,254,254 255,255,255 254,254,254 255,255,255 2,2,2 6,6,6 0,0,0 10,10,10 255,255,255 247,247,247 0,0,0 19,19,19 253,253,253 0,0,0 5,5,5 255,255,255 242,242,242 254,254,254 255,255,255 7,7,7 0,0,0 224,224,224 27,27,27 6,6,6 241,241,241 246,246,246 255,255,255 238,238,238 0,0,0 0,0,0 246,246,246 1,1,1 0,0,0 247,247,247 253,253,253 245,245,245 211,211,211 0,0,0 9,9,9 254,254,254 0,0,0 0,0,0 255,255,255 250,250,250 242,242,242 171,171,171 194,194,194 206,206,206 212,212,212 193,193,193 192,192,192 186,186,186 211,211,211 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 253,253,253 255,255,255 253,253,253 227,227,227 5,5,5 0,0,0 0,0,0 0,0,0 240,240,240 255,255,255 0,0,0 0,0,0 255,255,255 1,1,1 2,2,2 252,252,252 255,255,255 255,255,255 241,241,241 4,4,4 10,10,10 202,202,202 0,0,0 0,0,0 186,186,186 188,188,188 188,188,188 192,192,192 0,0,0 5,5,5 193,193,193 3,3,3 8,8,8 197,197,197 209,209,209 205,205,205 162,162,162 4,4,4 6,6,6 187,187,187 0,0,0 0,0,0 248,248,248 255,255,255 255,255,255 209,209,209 255,255,255 238,238,238 255,255,255 240,240,240 252,252,252 255,255,255 247,247,247 178,178,178 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 247,247,247 254,254,254 255,255,255 0,0,0 1,1,1 255,255,255 7,7,7 0,0,0 253,253,253 5,5,5 0,0,0 253,253,253 248,248,248 0,0,0 3,3,3 254,254,254 252,252,252 4,4,4 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 248,248,248 249,249,249 255,255,255 6,6,6 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 243,243,243 255,255,255 255,255,255 1,1,1 0,0,0 252,252,252 208,208,208 5,5,5 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 255,255,255 255,255,255 252,252,252 255,255,255 243,243,243 248,248,248 203,203,203 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
199,199,199 186,186,186 181,181,181 198,198,198 194,194,194 0,0,0 7,7,7 251,251,251 7,7,7 0,0,0 183,183,183 13,13,13 0,0,0 245,245,245 255,255,255 238,238,238 0,0,0 0,0,0 0,0,0 255,255,255 0,0,0 1,1,1 251,251,251 0,0,0 0,0,0 255,255,255 245,245,245 255,255,255 255,255,255 0,0,0 1,1,1 255,255,255 2,2,2 0,0,0 255,255,255 255,255,255 244,244,244 255,255,255 4,4,4 0,0,0 253,253,253 203,203,203 244,244,244 254,254,254 250,250,250 255,255,255 185,185,185 0,0,0 8,8,8 251,251,251 255,255,255 255,255,255 241,241,241 255,255,255 198,198,198 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 254,254,254 253,253,253 255,255,255 251,251,251 0,0,0 0,0,0 255,255,255 187,187,187 6,6,6 1,1,1 0,0,0 0,0,0 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 231,231,231 12,12,12 0,0,0 241,241,241 8,8,8 7,7,7 255,255,255 248,248,248 247,247,247 255,255,255 0,0,0 0,0,0 255,255,255 0,0,0 23,23,23 240,240,240 0,0,0 5,5,5 250,250,250 0,0,0 7,7,7 255,255,255 175,175,175 255,255,255 255,255,255 255,255,255 252,252,252 177,177,177 15,15,15 0,0,0 254,254,254 248,248,248 255,255,255 255,255,255 246,246,246 190,190,190 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
239,239,239 255,255,255 254,254,254 224,224,224 255,255,255 20,20,20 0,0,0 241,241,241 184,184,184 255,255,255 0,0,0 6,6,6 10,10,10 250,250,250 250,250,250 0,0,0 251,251,251 251,251,251 239,239,239 255,255,255 0,0,0 16,16,16 234,234,234 7,7,7 0,0,0 255,255,255 243,243,243 255,255,255 247,247,247 6,6,6 3,3,3 255,255,255 6,6,6 0,0,0 254,254,254 255,255,255 4,4,4 0,0,0 10,10,10 0,0,0 254,254,254 193,193,193 249,249,249 255,255,255 242,242,242 255,255,255 196,196,196 0,0,0 2,2,2 255,255,255 251,251,251 242,242,242 254,254,254 255,255,255 205,205,205 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 239,239,239 255,255,255 244,244,244 252,252,252 0,0,0 0,0,0 255,255,255 199,199,199 193,193,193 13,13,13 0,0,0 0,0,0 244,244,244 246,246,246 6,6,6 0,0,0 255,255,255 253,253,253 0,0,0 0,0,0 198,198,198 255,255,255 0,0,0 11,11,11 232,232,232 255,255,255 255,255,255 0,0,0 3,3,3 239,239,239 246,246,246 255,255,255 0,0,0 3,3,3 255,255,255 249,249,249 0,0,0 25,25,25 249,249,249 237,237,237 15,15,15 0,0,0 248,248,248 255,255,255 252,252,252 194,194,194 0,0,0 0,0,0 239,239,239 255,255,255 255,255,255 248,248,248 247,247,247 200,200,200 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 178,178,178 213,213,213 189,189,189 183,183,183 0,0,0 7,7,7 173,173,173 193,193,193 201,201,201 159,159,159 24,24,24 7,7,7 191,191,191 175,175,175 190,190,190 10,10,10 17,17,17 0,0,0 1,1,1 195,195,195 193,193,193 245,245,245 7,7,7 0,0,0 8,8,8 9,9,9 0,0,0 2,2,2 255,255,255 255,255,255 249,249,249 241,241,241 192,192,192 1,1,1 12,12,12 0,0,0 0,0,0 239,239,239 1,1,1 255,255,255 177,177,177 0,0,0 2,2,2 0,0,0 4,4,4 2,2,2 10,10,10 255,255,255 255,255,255 242,242,242 253,253,253 255,255,255 255,255,255 192,192,192 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 186,186,186 248,248,248 230,230,230 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 243,243,243 205,205,205 247,247,247 188,188,188 249,249,249 255,255,255 245,245,245 243,243,243 191,191,191 239,239,239 255,255,255 241,241,241 202,202,202 252,252,252 255,255,255 255,255,255 255,255,255 238,238,238 244,244,244 250,250,250 248,248,248 235,235,235 255,255,255 247,247,247 200,200,200 249,249,249 234,234,234 255,255,255 246,246,246 255,255,255 255,255,255 253,253,253 173,173,173 202,202,202 192,192,192 176,176,176 194,194,194 187,187,187 240,240,240 252,252,252 237,237,237 253,253,253 255,255,255 248,248,248 251,251,251 186,186,186 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 179,179,179 255,255,255 255,255,255 255,255,255 237,237,237 253,253,253 254,254,254 240,240,240 255,255,255 194,194,194 250,250,250 197,197,197 255,255,255 250,250,250 255,255,255 255,255,255 206,206,206 250,250,250 255,255,255 239,239,239 189,189,189 205,205,205 178,178,178 194,194,194 168,168,168 204,204,204 215,215,215 204,204,204 184,184,184 206,206,206 193,193,193 174,174,174 209,209,209 255,255,255 244,244,244 255,255,255 249,249,249 255,255,255 237,237,237 255,255,255 172,172,172 255,255,255 253,253,253 255,255,255 255,255,255 190,190,190 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 244,244,244 255,255,255 202,202,202 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 177,177,177 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 240,240,240 254,254,254 255,255,255 186,186,186 255,255,255 191,191,191 241,241,241 255,255,255 245,245,245 255,255,255 170,170,170 255,255,255 255,255,255 255,255,255 255,255,255 232,232,232 255,255,255 253,253,253 206,206,206 235,235,235 255,255,255 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 238,238,238 247,247,247 244,244,244 247,247,247 255,255,255 244,244,244 255,255,255 242,242,242 199,199,199 255,255,255 255,255,255 243,243,243 255,255,255 184,184,184 249,249,249 246,246,246 255,255,255 245,245,245 255,255,255 255,255,255 249,249,249 193,193,193 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
