30 60
255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 254,254,254 175,175,175 222,222,222 187,187,187 194,194,194 196,196,196 207,207,207 167,167,167 255,255,255 255,255,255 249,249,249 253,253,253 241,241,241 247,247,247 255,255,255 255,255,255 235,235,235 255,255,255 253,253,253 249,249,249 228,228,228 255,255,255 255,255,255 255,255,255 190,190,190 255,255,255 237,237,237 255,255,255 191,191,191 250,250,250 245,245,245 255,255,255 252,252,252 236,236,236 240,240,240 242,242,242 255,255,255 248,248,248 255,255,255 247,247,247 188,188,188 255,255,255 239,239,239 184,184,184 238,238,238 255,255,255 255,255,255 255,255,255 251,251,251 192,192,192 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 249,249,249 255,255,255 252,252,252 255,255,255 186,186,186 240,240,240 0,0,0 0,0,0 0,0,0 8,8,8 183,183,183 248,248,248 239,239,239 255,255,255 3,3,3 0,0,0 7,7,7 0,0,0 255,255,255 248,248,248 245,245,245 237,237,237 246,246,246 23,23,23 0,0,0 5,5,5 0,0,0 190,190,190 242,242,242 255,255,255 0,0,0 6,6,6 21,21,21 0,0,0 0,0,0 3,3,3 10,10,10 2,2,2 193,193,193 177,177,177 194,194,194 0,0,0 0,0,0 1,1,1 0,0,0 0,0,0 201,201,201 255,255,255 251,251,251 245,245,245 252,252,252 244,244,244 192,192,192 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 255,255,255 252,252,252 255,255,255 250,250,250 255,255,255 194,194,194 255,255,255 234,234,234 255,255,255 0,0,0 1,1,1 211,211,211 255,255,255 243,243,243 7,7,7 1,1,1 251,251,251 250,250,250 0,0,0 0,0,0 255,255,255 255,255,255 255,255,255 13,13,13 0,0,0 253,253,253 255,255,255 0,0,0 5,5,5 255,255,255 253,253,253 244,244,244 255,255,255 228,228,228 255,255,255 249,249,249 196,196,196 0,0,0 1,1,1 255,255,255 254,254,254 0,0,0 14,14,14 248,248,248 253,253,253 254,254,254 17,17,17 7,7,7 231,231,231 254,254,254 249,249,249 255,255,255 255,255,255 206,206,206 234,234,234 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 254,254,254 255,255,255 255,255,255 252,252,252 254,254,254 192,192,192 255,255,255 255,255,255 255,255,255 0,0,0 11,11,11 175,175,175 231,231,231 0,0,0 2,2,2 250,250,250 252,252,252 244,244,244 255,255,255 0,0,0 245,245,245 238,238,238 0,0,0 0,0,0 246,246,246 255,255,255 254,254,254 242,242,242 0,0,0 0,0,0 250,250,250 255,255,255 236,236,236 254,254,254 255,255,255 229,229,229 198,198,198 5,5,5 0,0,0 245,245,245 1,1,1 8,8,8 248,248,248 255,255,255 242,242,242 204,204,204 162,162,162 0,0,0 195,195,195 196,196,196 181,181,181 195,195,195 197,197,197 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,250,250 254,254,254 254,254,254 255,255,255 252,252,252 255,255,255 191,191,191 252,252,252 255,255,255 216,216,216 0,0,0 0,0,0 205,205,205 255,255,255 9,9,9 0,0,0 255,255,255 244,244,244 247,247,247 252,252,252 255,255,255 180,180,180 234,234,234 191,191,191 190,190,190 178,178,178 197,197,197 189,189,189 193,193,193 14,14,14 8,8,8 193,193,193 187,187,187 167,167,167 201,201,201 220,220,220 191,191,191 13,13,13 0,0,0 193,193,193 175,175,175 17,17,17 0,0,0 245,245,245 255,255,255 254,254,254 205,205,205 255,255,255 248,248,248 255,255,255 241,241,241 245,245,245 255,255,255 249,249,249 181,181,181 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 248,248,248 253,253,253 250,250,250 255,255,255 195,195,195 255,255,255 251,251,251 255,255,255 5,5,5 0,0,0 181,181,181 244,244,244 3,3,3 0,0,0 255,255,255 0,0,0 11,11,11 3,3,3 244,244,244 200,200,200 236,236,236 255,255,255 254,254,254 255,255,255 237,237,237 255,255,255 0,0,0 0,0,0 255,255,255 244,244,244 255,255,255 204,204,204 254,254,254 249,249,249 1,1,1 0,0,0 255,255,255 254,254,254 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 242,242,242 186,186,186 252,252,252 254,254,254 238,238,238 251,251,251 255,255,255 247,247,247 255,255,255 187,187,187 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
191,191,191 197,197,197 184,184,184 199,199,199 186,186,186 188,188,188 205,205,205 248,248,248 177,177,177 198,198,198 0,0,0 6,6,6 195,195,195 245,245,245 8,8,8 0,0,0 0,0,0 255,255,255 254,254,254 1,1,1 0,0,0 198,198,198 244,244,244 250,250,250 246,246,246 255,255,255 247,247,247 22,22,22 1,1,1 252,252,252 251,251,251 254,254,254 254,254,254 190,190,190 255,255,255 2,2,2 0,0,0 255,255,255 245,245,245 255,255,255 255,255,255 0,0,0 3,3,3 244,244,244 255,255,255 242,242,242 191,191,191 255,255,255 255,255,255 242,242,242 255,255,255 243,243,243 255,255,255 242,242,242 189,189,189 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 247,247,247 253,253,253 240,240,240 255,255,255 242,242,242 247,247,247 255,255,255 202,202,202 241,241,241 0,0,0 0,0,0 186,186,186 255,255,255 1,1,1 5,5,5 255,255,255 252,252,252 246,246,246 246,246,246 6,6,6 14,14,14 235,235,235 255,255,255 255,255,255 246,246,246 11,11,11 0,0,0 251,251,251 254,254,254 243,243,243 255,255,255 255,255,255 172,172,172 0,0,0 6,6,6 240,240,240 255,255,255 248,248,248 245,245,245 255,255,255 0,0,0 4,4,4 255,255,255 248,248,248 250,250,250 206,206,206 240,240,240 255,255,255 255,255,255 241,241,241 248,248,248 253,253,253 255,255,255 207,207,207 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 245,245,245 252,252,252 249,249,249 248,248,248 255,255,255 0,0,0 255,255,255 196,196,196 250,250,250 3,3,3 8,8,8 204,204,204 228,228,228 0,0,0 3,3,3 242,242,242 255,255,255 255,255,255 255,255,255 8,8,8 0,0,0 247,247,247 251,251,251 253,253,253 2,2,2 0,0,0 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 239,239,239 29,29,29 0,0,0 255,255,255 255,255,255 243,243,243 244,244,244 255,255,255 234,234,234 9,9,9 0,0,0 255,255,255 249,249,249 240,240,240 191,191,191 255,255,255 0,0,0 243,243,243 255,255,255 255,255,255 251,251,251 252,252,252 191,191,191 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 249,249,249 255,255,255 250,250,250 236,236,236 244,244,244 10,10,10 13,13,13 187,187,187 13,13,13 0,0,0 203,203,203 197,197,197 243,243,243 255,255,255 0,0,0 3,3,3 255,255,255 245,245,245 11,11,11 0,0,0 209,209,209 255,255,255 254,254,254 0,0,0 0,0,0 255,255,255 248,248,248 218,218,218 255,255,255 255,255,255 244,244,244 4,4,4 0,0,0 255,255,255 250,250,250 255,255,255 253,253,253 255,255,255 239,239,239 255,255,255 189,189,189 10,10,10 0,0,0 254,254,254 255,255,255 202,202,202 0,0,0 2,2,2 255,255,255 254,254,254 243,243,243 255,255,255 255,255,255 186,186,186 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
232,232,232 191,191,191 209,209,209 186,186,186 205,205,205 200,200,200 192,192,192 0,0,0 0,0,0 1,1,1 180,180,180 255,255,255 188,188,188 202,202,202 168,168,168 187,187,187 0,0,0 0,0,0 4,4,4 0,0,0 191,191,191 180,180,180 254,254,254 0,0,0 0,0,0 4,4,4 6,6,6 0,0,0 20,20,20 1,1,1 0,0,0 255,255,255 13,13,13 0,0,0 243,243,243 255,255,255 234,234,234 255,255,255 255,255,255 252,252,252 255,255,255 180,180,180 255,255,255 1,1,1 3,3,3 0,0,0 0,0,0 0,0,0 241,241,241 255,255,255 245,245,245 255,255,255 255,255,255 255,255,255 193,193,193 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 192,192,192 249,249,249 227,227,227 252,252,252 255,255,255 245,245,245 255,255,255 240,240,240 253,253,253 195,195,195 250,250,250 199,199,199 251,251,251 246,246,246 255,255,255 251,251,251 224,224,224 238,238,238 248,248,248 252,252,252 220,220,220 255,255,255 255,255,255 255,255,255 242,242,242 245,245,245 255,255,255 250,250,250 236,236,236 248,248,248 254,254,254 230,230,230 196,196,196 255,255,255 254,254,254 255,255,255 254,254,254 249,249,249 250,250,250 234,234,234 184,184,184 205,205,205 174,174,174 175,175,175 207,207,207 178,178,178 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 255,255,255 247,247,247 182,182,182 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 176,176,176 255,255,255 249,249,249 255,255,255 247,247,247 244,244,244 255,255,255 248,248,248 255,255,255 181,181,181 244,244,244 196,196,196 254,254,254 249,249,249 254,254,254 249,249,249 183,183,183 241,241,241 255,255,255 248,248,248 191,191,191 161,161,161 185,185,185 200,200,200 174,174,174 183,183,183 196,196,196 202,202,202 195,195,195 213,213,213 189,189,189 203,203,203 202,202,202 245,245,245 241,241,241 252,252,252 255,255,255 241,241,241 255,255,255 255,255,255 182,182,182 250,250,250 255,255,255 255,255,255 244,244,244 188,188,188 255,255,255 247,247,247 254,254,254 255,255,255 237,237,237 255,255,255 255,255,255 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 187,187,187 253,253,253 255,255,255 254,254,254 254,254,254 251,251,251 248,248,248 255,255,255 238,238,238 190,190,190 255,255,255 192,192,192 234,234,234 255,255,255 240,240,240 255,255,255 162,162,162 255,255,255 242,242,242 245,245,245 255,255,255 255,255,255 255,255,255 243,243,243 224,224,224 229,229,229 255,255,255 249,249,249 239,239,239 255,255,255 255,255,255 252,252,252 247,247,247 249,249,249 253,253,253 255,255,255 255,255,255 243,243,243 255,255,255 247,247,247 190,190,190 255,255,255 250,250,250 246,246,246 255,255,255 180,180,180 249,249,249 255,255,255 244,244,244 252,252,252 255,255,255 246,246,246 255,255,255 196,196,196 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
