30 60
250,250,250 255,255,255 255,255,255 245,245,245 255,255,255 255,255,255 161,161,161 221,221,221 193,193,193 198,198,198 181,181,181 190,190,190 197,197,197 255,255,255 255,255,255 235,235,235 241,241,241 228,228,228 255,255,255 254,254,254 230,230,230 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 243,243,243 255,255,255 255,255,255 192,192,192 244,244,244 231,231,231 251,251,251 214,214,214 247,247,247 255,255,255 253,253,253 247,247,247 255,255,255 254,254,254 255,255,255 250,250,250 255,255,255 241,241,241 255,255,255 199,199,199 249,249,249 255,255,255 171,171,171 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 194,194,194 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 238,238,238 245,245,245 249,249,249 255,255,255 190,190,190 11,11,11 0,0,0 9,9,9 8,8,8 230,230,230 204,204,204 243,243,243 221,221,221 255,255,255 255,255,255 14,14,14 0,0,0 249,249,249 253,253,253 255,255,255 254,254,254 0,0,0 0,0,0 0,0,0 5,5,5 4,4,4 0,0,0 189,189,189 251,251,251 255,255,255 5,5,5 0,0,0 197,197,197 203,203,203 193,193,193 171,171,171 4,4,4 0,0,0 178,178,178 189,189,189 190,190,190 11,11,11 0,0,0 0,0,0 0,0,0 241,241,241 227,227,227 255,255,255 248,248,248 245,245,245 236,236,236 250,250,250 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 255,255,255 255,255,255 255,255,255 244,244,244 255,255,255 0,0,0 0,0,0 239,239,239 253,253,253 16,16,16 0,0,0 196,196,196 255,255,255 246,246,246 255,255,255 0,0,0 0,0,0 0,0,0 0,0,0 255,255,255 242,242,242 245,245,245 20,20,20 3,3,3 243,243,243 255,255,255 245,245,245 0,0,0 0,0,0 255,255,255 233,233,233 14,14,14 0,0,0 255,255,255 245,245,245 231,231,231 223,223,223 0,0,0 9,9,9 255,255,255 255,255,255 5,5,5 0,0,0 255,255,255 255,255,255 12,12,12 10,10,10 155,155,155 250,250,250 245,245,245 255,255,255 253,253,253 255,255,255 187,187,187 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 246,246,246 240,240,240 254,254,254 255,255,255 10,10,10 0,0,0 255,255,255 255,255,255 239,239,239 255,255,255 0,0,0 1,1,1 233,233,233 248,248,248 0,0,0 3,3,3 253,253,253 255,255,255 0,0,0 0,0,0 250,250,250 247,247,247 9,9,9 0,0,0 248,248,248 255,255,255 234,234,234 255,255,255 2,2,2 0,0,0 255,255,255 0,0,0 3,3,3 246,246,246 255,255,255 251,251,251 207,207,207 2,2,2 0,0,0 250,250,250 0,0,0 10,10,10 255,255,255 247,247,247 241,241,241 178,178,178 6,6,6 19,19,19 203,203,203 195,195,195 196,196,196 192,192,192 220,220,220 185,185,185 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 242,242,242 208,208,208 244,244,244 245,245,245 255,255,255 238,238,238 3,3,3 2,2,2 255,255,255 0,0,0 11,11,11 255,255,255 254,254,254 254,254,254 254,254,254 0,0,0 9,9,9 196,196,196 0,0,0 0,0,0 207,207,207 173,173,173 193,193,193 5,5,5 0,0,0 197,197,197 178,178,178 1,1,1 2,2,2 196,196,196 197,197,197 200,200,200 176,176,176 8,8,8 6,6,6 195,195,195 2,2,2 0,0,0 255,255,255 251,251,251 252,252,252 232,232,232 0,0,0 0,0,0 250,250,250 243,243,243 255,255,255 246,246,246 244,244,244 197,197,197 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 255,255,255 255,255,255 249,249,249 254,254,254 255,255,255 184,184,184 254,254,254 253,253,253 252,252,252 6,6,6 3,3,3 189,189,189 251,251,251 7,7,7 0,0,0 255,255,255 249,249,249 252,252,252 255,255,255 0,0,0 0,0,0 255,255,255 7,7,7 5,5,5 0,0,0 10,10,10 8,8,8 0,0,0 249,249,249 255,255,255 254,254,254 1,1,1 1,1,1 0,0,0 0,0,0 11,11,11 0,0,0 8,8,8 0,0,0 255,255,255 0,0,0 8,8,8 245,245,245 255,255,255 248,248,248 176,176,176 7,7,7 0,0,0 255,255,255 234,234,234 255,255,255 255,255,255 239,239,239 195,195,195 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
195,195,195 177,177,177 200,200,200 190,190,190 193,193,193 198,198,198 200,200,200 255,255,255 188,188,188 0,0,0 7,7,7 178,178,178 204,204,204 254,254,254 1,1,1 0,0,0 252,252,252 255,255,255 232,232,232 255,255,255 8,8,8 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 253,253,253 255,255,255 0,0,0 0,0,0 253,253,253 250,250,250 6,6,6 0,0,0 255,255,255 248,248,248 242,242,242 255,255,255 0,0,0 2,2,2 254,254,254 0,0,0 0,0,0 255,255,255 246,246,246 249,249,249 203,203,203 0,0,0 0,0,0 255,255,255 248,248,248 255,255,255 253,253,253 250,250,250 201,201,201 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 255,255,255 238,238,238 255,255,255 255,255,255 228,228,228 252,252,252 233,233,233 0,0,0 0,0,0 247,247,247 253,253,253 176,176,176 255,255,255 0,0,0 21,21,21 238,238,238 255,255,255 255,255,255 248,248,248 0,0,0 10,10,10 245,245,245 0,0,0 4,4,4 255,255,255 240,240,240 245,245,245 255,255,255 0,0,0 11,11,11 255,255,255 0,0,0 9,9,9 240,240,240 255,255,255 252,252,252 239,239,239 17,17,17 0,0,0 255,255,255 11,11,11 0,0,0 252,252,252 10,10,10 0,0,0 195,195,195 0,0,0 2,2,2 255,255,255 255,255,255 243,243,243 252,252,252 255,255,255 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 238,238,238 244,244,244 255,255,255 233,233,233 255,255,255 255,255,255 7,7,7 6,6,6 255,255,255 255,255,255 245,245,245 201,201,201 255,255,255 255,255,255 0,0,0 9,9,9 236,236,236 250,250,250 15,15,15 0,0,0 185,185,185 248,248,248 0,0,0 0,0,0 255,255,255 255,255,255 247,247,247 255,255,255 6,6,6 0,0,0 250,250,250 1,1,1 0,0,0 255,255,255 255,255,255 250,250,250 255,255,255 2,2,2 2,2,2 248,248,248 0,0,0 6,6,6 255,255,255 255,255,255 10,10,10 6,6,6 0,0,0 0,0,0 255,255,255 250,250,250 255,255,255 255,255,255 245,245,245 201,201,201 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 246,246,246 255,255,255 249,249,249 238,238,238 240,240,240 0,0,0 0,0,0 187,187,187 182,182,182 183,183,183 222,222,222 195,195,195 235,235,235 255,255,255 255,255,255 3,3,3 2,2,2 0,0,0 0,0,0 249,249,249 193,193,193 255,255,255 6,6,6 5,5,5 251,251,251 250,250,250 246,246,246 0,0,0 0,0,0 243,243,243 255,255,255 6,6,6 2,2,2 250,250,250 251,251,251 244,244,244 246,246,246 5,5,5 0,0,0 255,255,255 186,186,186 5,5,5 0,0,0 254,254,254 252,252,252 3,3,3 12,12,12 255,255,255 255,255,255 241,241,241 255,255,255 244,244,244 255,255,255 201,201,201 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255
245,245,245 186,186,186 203,203,203 188,188,188 213,213,213 5,5,5 0,0,0 4,4,4 0,0,0 5,5,5 0,0,0 0,0,0 3,3,3 175,175,175 191,191,191 179,179,179 194,194,194 0,0,0 0,0,0 194,194,194 191,191,191 181,181,181 250,250,250 0,0,0 0,0,0 17,17,17 4,4,4 0,0,0 8,8,8 255,255,255 255,255,255 250,250,250 5,5,5 0,0,0 255,255,255 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 248,248,248 190,190,190 255,255,255 0,0,0 5,5,5 15,15,15 0,0,0 246,246,246 0,0,0 248,248,248 255,255,255 255,255,255 255,255,255 239,239,239 191,191,191 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 198,198,198 235,235,235 238,238,238 248,248,248 241,241,241 252,252,252 250,250,250 255,255,255 247,247,247 196,196,196 255,255,255 195,195,195 255,255,255 255,255,255 255,255,255 255,255,255 206,206,206 247,247,247 243,243,243 254,254,254 230,230,230 230,230,230 252,252,252 255,255,255 226,226,226 255,255,255 247,247,247 233,233,233 255,255,255 252,252,252 235,235,235 227,227,227 209,209,209 243,243,243 242,242,242 243,243,243 255,255,255 246,246,246 255,255,255 255,255,255 164,164,164 192,192,192 213,213,213 183,183,183 183,183,183 188,188,188 253,253,253 255,255,255 252,252,252 255,255,255 255,255,255 245,245,245 255,255,255 191,191,191 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 200,200,200 251,251,251 255,255,255 250,250,250 245,245,245 255,255,255 255,255,255 255,255,255 237,237,237 206,206,206 243,243,243 188,188,188 255,255,255 234,234,234 243,243,243 231,231,231 217,217,217 244,244,244 255,255,255 234,234,234 188,188,188 183,183,183 203,203,203 210,210,210 153,153,153 203,203,203 197,197,197 213,213,213 179,179,179 199,199,199 207,207,207 205,205,205 202,202,202 239,239,239 255,255,255 255,255,255 255,255,255 247,247,247 246,246,246 251,251,251 197,197,197 255,255,255 244,244,244 255,255,255 250,250,250 208,208,208 250,250,250 252,252,252 255,255,255 250,250,250 255,255,255 250,250,250 243,243,243 203,203,203 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 173,173,173 251,251,251 255,255,255 255,255,255 252,252,252 255,255,255 243,243,243 255,255,255 251,251,251 190,190,190 255,255,255 201,201,201 234,234,234 255,255,255 254,254,254 255,255,255 190,190,190 255,255,255 253,253,253 255,255,255 255,255,255 248,248,248 248,248,248 236,236,236 230,230,230 230,230,230 255,255,255 253,253,253 236,236,236 255,255,255 248,248,248 255,255,255 247,247,247 250,250,250 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 249,249,249 196,196,196 252,252,252 249,249,249 250,250,250 255,255,255 170,170,170 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 250,250,250 255,255,255 191,191,191 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
