30 60
244,244,244 247,247,247 250,250,250 255,255,255 255,255,255 253,253,253 180,180,180 231,231,231 172,172,172 200,200,200 187,187,187 201,201,201 176,176,176 255,255,255 255,255,255 255,255,255 245,245,245 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 230,230,230 255,255,255 243,243,243 255,255,255 226,226,226 255,255,255 255,255,255 194,194,194 255,255,255 237,237,237 255,255,255 206,206,206 255,255,255 249,249,249 255,255,255 249,249,249 248,248,248 255,255,255 255,255,255 254,254,254 245,245,245 255,255,255 242,242,242 192,192,192 255,255,255 254,254,254 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 232,232,232 255,255,255 255,255,255 0,0,0 9,9,9 3,3,3 10,10,10 0,0,0 11,11,11 0,0,0 208,208,208 238,238,238 243,243,243 255,255,255 4,4,4 0,0,0 0,0,0 10,10,10 236,236,236 250,250,250 255,255,255 0,0,0 6,6,6 0,0,0 2,2,2 0,0,0 2,2,2 0,0,0 10,10,10 255,255,255 9,9,9 0,0,0 194,194,194 189,189,189 199,199,199 180,180,180 0,0,0 0,0,0 178,178,178 0,0,0 15,15,15 5,5,5 0,0,0 3,3,3 0,0,0 0,0,0 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
244,244,244 253,253,253 255,255,255 253,253,253 230,230,230 255,255,255 182,182,182 253,253,253 244,244,244 245,245,245 0,0,0 0,0,0 175,175,175 255,255,255 255,255,255 0,0,0 10,10,10 247,247,247 248,248,248 0,0,0 18,18,18 237,237,237 255,255,255 249,249,249 255,255,255 227,227,227 255,255,255 251,251,251 240,240,240 7,7,7 0,0,0 249,249,249 0,0,0 0,0,0 16,16,16 241,241,241 251,251,251 10,10,10 1,1,1 0,0,0 250,250,250 4,4,4 5,5,5 227,227,227 255,255,255 255,255,255 255,255,255 253,253,253 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 190,190,190 253,253,253 252,252,252 255,255,255 7,7,7 3,3,3 197,197,197 255,255,255 0,0,0 5,5,5 248,248,248 251,251,251 255,255,255 247,247,247 0,0,0 5,5,5 236,236,236 253,253,253 250,250,250 255,255,255 249,249,249 255,255,255 245,245,245 3,3,3 12,12,12 253,253,253 0,0,0 0,0,0 0,0,0 1,1,1 3,3,3 0,0,0 1,1,1 3,3,3 255,255,255 0,0,0 0,0,0 255,255,255 252,252,252 244,244,244 178,178,178 195,195,195 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 255,255,255 255,255,255 249,249,249 234,234,234 255,255,255 193,193,193 255,255,255 251,251,251 0,0,0 0,0,0 252,252,252 196,196,196 234,234,234 1,1,1 0,0,0 250,250,250 255,255,255 247,247,247 255,255,255 5,5,5 7,7,7 210,210,210 178,178,178 187,187,187 195,195,195 177,177,177 185,185,185 0,0,0 1,1,1 191,191,191 196,196,196 9,9,9 0,0,0 205,205,205 0,0,0 0,0,0 195,195,195 0,0,0 0,0,0 187,187,187 0,0,0 4,4,4 237,237,237 255,255,255 255,255,255 211,211,211 250,250,250 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 255,255,255 253,253,253 254,254,254 255,255,255 239,239,239 204,204,204 248,248,248 3,3,3 2,2,2 255,255,255 231,231,231 196,196,196 255,255,255 255,255,255 1,1,1 0,0,0 255,255,255 247,247,247 0,0,0 0,0,0 3,3,3 240,240,240 255,255,255 253,253,253 249,249,249 255,255,255 4,4,4 0,0,0 255,255,255 255,255,255 247,247,247 0,0,0 11,11,11 241,241,241 15,15,15 0,0,0 236,236,236 20,20,20 0,0,0 255,255,255 0,0,0 7,7,7 1,1,1 0,0,0 0,0,0 8,8,8 252,252,252 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
182,182,182 214,214,214 177,177,177 189,189,189 211,211,211 180,180,180 210,210,210 0,0,0 1,1,1 193,193,193 194,194,194 187,187,187 192,192,192 252,252,252 255,255,255 249,249,249 0,0,0 10,10,10 0,0,0 255,255,255 0,0,0 0,0,0 238,238,238 255,255,255 255,255,255 247,247,247 6,6,6 1,1,1 255,255,255 232,232,232 255,255,255 252,252,252 4,4,4 0,0,0 255,255,255 1,1,1 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 245,245,245 193,193,193 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 242,242,242 255,255,255 250,250,250 252,252,252 252,252,252 0,0,0 10,10,10 199,199,199 247,247,247 254,254,254 244,244,244 181,181,181 247,247,247 255,255,255 247,247,247 250,250,250 254,254,254 255,255,255 234,234,234 33,33,33 0,0,0 239,239,239 255,255,255 250,250,250 15,15,15 0,0,0 255,255,255 255,255,255 255,255,255 235,235,235 255,255,255 3,3,3 0,0,0 255,255,255 251,251,251 246,246,246 255,255,255 0,0,0 0,0,0 247,247,247 2,2,2 21,21,21 237,237,237 255,255,255 247,247,247 209,209,209 239,239,239 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
237,237,237 255,255,255 240,240,240 236,236,236 255,255,255 12,12,12 12,12,12 250,250,250 189,189,189 255,255,255 255,255,255 247,247,247 205,205,205 249,249,249 248,248,248 0,0,0 255,255,255 248,248,248 247,247,247 252,252,252 0,0,0 2,2,2 255,255,255 242,242,242 12,12,12 0,0,0 255,255,255 255,255,255 240,240,240 255,255,255 255,255,255 255,255,255 5,5,5 0,0,0 253,253,253 252,252,252 248,248,248 255,255,255 3,3,3 6,6,6 254,254,254 0,0,0 0,0,0 255,255,255 252,252,252 255,255,255 194,194,194 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 223,223,223 255,255,255 255,255,255 235,235,235 0,0,0 0,0,0 246,246,246 192,192,192 198,198,198 148,148,148 215,215,215 191,191,191 255,255,255 255,255,255 11,11,11 0,0,0 255,255,255 255,255,255 0,0,0 12,12,12 207,207,207 244,244,244 0,0,0 0,0,0 248,248,248 252,252,252 245,245,245 250,250,250 255,255,255 245,245,245 255,255,255 0,0,0 15,15,15 243,243,243 255,255,255 255,255,255 239,239,239 18,18,18 0,0,0 255,255,255 6,6,6 7,7,7 255,255,255 255,255,255 255,255,255 184,184,184 251,251,251 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 178,178,178 202,202,202 188,188,188 197,197,197 17,17,17 4,4,4 4,4,4 0,0,0 0,0,0 19,19,19 4,4,4 201,201,201 186,186,186 176,176,176 176,176,176 0,0,0 0,0,0 0,0,0 0,0,0 184,184,184 186,186,186 250,250,250 9,9,9 0,0,0 255,255,255 246,246,246 243,243,243 255,255,255 248,248,248 255,255,255 244,244,244 8,8,8 0,0,0 250,250,250 254,254,254 248,248,248 246,246,246 1,1,1 1,1,1 239,239,239 14,14,14 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 18,18,18 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
250,250,250 209,209,209 228,228,228 247,247,247 239,239,239 250,250,250 245,245,245 255,255,255 255,255,255 255,255,255 201,201,201 235,235,235 192,192,192 255,255,255 255,255,255 255,255,255 255,255,255 192,192,192 245,245,245 255,255,255 255,255,255 205,205,205 254,254,254 237,237,237 252,252,252 231,231,231 255,255,255 255,255,255 235,235,235 255,255,255 244,244,244 255,255,255 221,221,221 219,219,219 255,255,255 243,243,243 244,244,244 255,255,255 255,255,255 253,253,253 255,255,255 162,162,162 201,201,201 185,185,185 191,191,191 209,209,209 200,200,200 233,233,233 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
250,250,250 182,182,182 255,255,255 242,242,242 255,255,255 233,233,233 255,255,255 255,255,255 253,253,253 255,255,255 166,166,166 255,255,255 193,193,193 233,233,233 255,255,255 243,243,243 239,239,239 203,203,203 252,252,252 254,254,254 237,237,237 174,174,174 211,211,211 193,193,193 210,210,210 159,159,159 197,197,197 204,204,204 198,198,198 183,183,183 208,208,208 185,185,185 211,211,211 193,193,193 228,228,228 254,254,254 255,255,255 253,253,253 239,239,239 253,253,253 253,253,253 201,201,201 241,241,241 255,255,255 234,234,234 246,246,246 186,186,186 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 180,180,180 255,255,255 255,255,255 246,246,246 255,255,255 255,255,255 235,235,235 244,244,244 255,255,255 196,196,196 246,246,246 204,204,204 237,237,237 254,254,254 252,252,252 255,255,255 187,187,187 255,255,255 248,248,248 255,255,255 255,255,255 240,240,240 255,255,255 241,241,241 212,212,212 243,243,243 254,254,254 252,252,252 250,250,250 249,249,249 255,255,255 251,251,251 252,252,252 251,251,251 255,255,255 250,250,250 252,252,252 255,255,255 251,251,251 246,246,246 197,197,197 252,252,252 250,250,250 255,255,255 253,253,253 188,188,188 252,252,252 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
