30 60
255,255,255 240,240,240 246,246,246 255,255,255 255,255,255 255,255,255 172,172,172 219,219,219 207,207,207 167,167,167 212,212,212 177,177,177 192,192,192 249,249,249 241,241,241 255,255,255 248,248,248 255,255,255 241,241,241 255,255,255 240,240,240 255,255,255 255,255,255 245,245,245 255,255,255 253,253,253 241,241,241 255,255,255 249,249,249 183,183,183 255,255,255 243,243,243 255,255,255 212,212,212 235,235,235 255,255,255 249,249,249 249,249,249 247,247,247 246,246,246 243,243,243 255,255,255 235,235,235 255,255,255 255,255,255 202,202,202 255,255,255 255,255,255 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 249,249,249 255,255,255 255,255,255 237,237,237 236,236,236 206,206,206 0,0,0 0,0,0 8,8,8 16,16,16 8,8,8 176,176,176 248,248,248 1,1,1 0,0,0 0,0,0 4,4,4 5,5,5 0,0,0 1,1,1 243,243,243 255,255,255 244,244,244 252,252,252 2,2,2 0,0,0 7,7,7 0,0,0 2,2,2 253,253,253 241,241,241 218,218,218 0,0,0 12,12,12 0,0,0 0,0,0 10,10,10 184,184,184 197,197,197 187,187,187 0,0,0 10,10,10 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
237,237,237 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 246,246,246 246,246,246 246,246,246 0,0,0 0,0,0 255,255,255 9,9,9 5,5,5 246,246,246 255,255,255 236,236,236 244,244,244 4,4,4 12,12,12 248,248,248 249,249,249 4,4,4 1,1,1 250,250,250 244,244,244 255,255,255 0,0,0 0,0,0 255,255,255 27,27,27 0,0,0 255,255,255 255,255,255 240,240,240 0,0,0 5,5,5 253,253,253 252,252,252 19,19,19 0,0,0 241,241,241 255,255,255 255,255,255 250,250,250 255,255,255 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 0,0,0 10,10,10 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 200,200,200 254,254,254 0,0,0 0,0,0 255,255,255 237,237,237 255,255,255 253,253,253 7,7,7 0,0,0 236,236,236 25,25,25 0,0,0 255,255,255 255,255,255 239,239,239 251,251,251 229,229,229 0,0,0 246,246,246 235,235,235 238,238,238 255,255,255 255,255,255 240,240,240 197,197,197 0,0,0 0,0,0 254,254,254 0,0,0 0,0,0 242,242,242 238,238,238 255,255,255 184,184,184 186,186,186 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 249,249,249 242,242,242 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 217,217,217 255,255,255 255,255,255 186,186,186 255,255,255 10,10,10 0,0,0 238,238,238 255,255,255 255,255,255 246,246,246 21,21,21 0,0,0 221,221,221 0,0,0 0,0,0 187,187,187 195,195,195 191,191,191 189,189,189 169,169,169 175,175,175 224,224,224 209,209,209 183,183,183 186,186,186 203,203,203 188,188,188 5,5,5 15,15,15 184,184,184 192,192,192 0,0,0 10,10,10 255,255,255 0,0,0 0,0,0 9,9,9 253,253,253 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 251,251,251 255,255,255 255,255,255 236,236,236 14,14,14 0,0,0 250,250,250 253,253,253 255,255,255 255,255,255 235,235,235 198,198,198 249,249,249 0,0,0 0,0,0 3,3,3 7,7,7 0,0,0 6,6,6 0,0,0 194,194,194 240,240,240 18,18,18 2,2,2 244,244,244 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 233,233,233 250,250,250 200,200,200 255,255,255 0,0,0 2,2,2 7,7,7 247,247,247 252,252,252 255,255,255 0,0,0 3,3,3 0,0,0 252,252,252 255,255,255 0,0,0 8,8,8 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
190,190,190 196,196,196 179,179,179 201,201,201 195,195,195 0,0,0 7,7,7 255,255,255 187,187,187 178,178,178 11,11,11 0,0,0 4,4,4 255,255,255 0,0,0 7,7,7 0,0,0 0,0,0 0,0,0 255,255,255 244,244,244 210,210,210 238,238,238 0,0,0 10,10,10 246,246,246 255,255,255 255,255,255 245,245,245 247,247,247 255,255,255 246,246,246 242,242,242 199,199,199 255,255,255 255,255,255 253,253,253 0,0,0 0,0,0 255,255,255 255,255,255 192,192,192 244,244,244 255,255,255 255,255,255 255,255,255 190,190,190 4,4,4 0,0,0 255,255,255 244,244,244 255,255,255 255,255,255 244,244,244 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 249,249,249 238,238,238 255,255,255 0,0,0 0,0,0 255,255,255 189,189,189 255,255,255 246,246,246 18,18,18 0,0,0 255,255,255 6,6,6 0,0,0 255,255,255 255,255,255 7,7,7 2,2,2 254,254,254 178,178,178 249,249,249 5,5,5 0,0,0 255,255,255 232,232,232 254,254,254 255,255,255 243,243,243 252,252,252 255,255,255 255,255,255 183,183,183 244,244,244 244,244,244 235,235,235 255,255,255 0,0,0 0,0,0 255,255,255 179,179,179 255,255,255 236,236,236 251,251,251 254,254,254 190,190,190 0,0,0 13,13,13 255,255,255 252,252,252 244,244,244 241,241,241 255,255,255 201,201,201 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 236,236,236 255,255,255 251,251,251 252,252,252 0,0,0 0,0,0 252,252,252 186,186,186 239,239,239 255,255,255 0,0,0 12,12,12 255,255,255 0,0,0 0,0,0 242,242,242 246,246,246 255,255,255 0,0,0 0,0,0 193,193,193 255,255,255 0,0,0 7,7,7 255,255,255 255,255,255 244,244,244 248,248,248 255,255,255 0,0,0 255,255,255 253,253,253 176,176,176 255,255,255 255,255,255 255,255,255 241,241,241 3,3,3 12,12,12 234,234,234 27,27,27 6,6,6 255,255,255 254,254,254 255,255,255 173,173,173 8,8,8 0,0,0 217,217,217 255,255,255 255,255,255 248,248,248 255,255,255 190,190,190 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 253,253,253 251,251,251 244,244,244 251,251,251 255,255,255 0,0,0 8,8,8 197,197,197 202,202,202 173,173,173 1,1,1 0,0,0 240,240,240 1,1,1 3,3,3 255,255,255 255,255,255 248,248,248 255,255,255 10,10,10 0,0,0 252,252,252 255,255,255 0,0,0 3,3,3 255,255,255 255,255,255 240,240,240 6,6,6 11,11,11 245,245,245 0,0,0 10,10,10 255,255,255 231,231,231 253,253,253 6,6,6 0,0,0 248,248,248 255,255,255 190,190,190 0,0,0 0,0,0 255,255,255 252,252,252 13,13,13 0,0,0 250,250,250 255,255,255 253,253,253 250,250,250 247,247,247 255,255,255 189,189,189 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
242,242,242 194,194,194 209,209,209 195,195,195 188,188,188 179,179,179 213,213,213 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 207,207,207 195,195,195 0,0,0 10,10,10 188,188,188 180,180,180 200,200,200 186,186,186 0,0,0 6,6,6 255,255,255 241,241,241 255,255,255 4,4,4 0,0,0 5,5,5 6,6,6 1,1,1 233,233,233 255,255,255 250,250,250 11,11,11 0,0,0 7,7,7 6,6,6 0,0,0 255,255,255 255,255,255 255,255,255 165,165,165 255,255,255 14,14,14 0,0,0 0,0,0 0,0,0 246,246,246 244,244,244 249,249,249 247,247,247 255,255,255 249,249,249 250,250,250 181,181,181 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 194,194,194 232,232,232 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 202,202,202 255,255,255 187,187,187 255,255,255 255,255,255 252,252,252 253,253,253 203,203,203 255,255,255 255,255,255 255,255,255 203,203,203 247,247,247 245,245,245 245,245,245 240,240,240 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 235,235,235 238,238,238 186,186,186 249,249,249 255,255,255 250,250,250 248,248,248 255,255,255 230,230,230 237,237,237 199,199,199 187,187,187 186,186,186 183,183,183 188,188,188 188,188,188 254,254,254 255,255,255 251,251,251 239,239,239 250,250,250 253,253,253 255,255,255 192,192,192 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 191,191,191 255,255,255 237,237,237 251,251,251 239,239,239 241,241,241 255,255,255 249,249,249 230,230,230 186,186,186 255,255,255 181,181,181 229,229,229 255,255,255 244,244,244 255,255,255 180,180,180 251,251,251 234,234,234 251,251,251 212,212,212 161,161,161 215,215,215 206,206,206 184,184,184 170,170,170 198,198,198 199,199,199 183,183,183 194,194,194 205,205,205 199,199,199 214,214,214 233,233,233 247,247,247 255,255,255 249,249,249 254,254,254 255,255,255 255,255,255 185,185,185 246,246,246 255,255,255 255,255,255 245,245,245 191,191,191 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 243,243,243 249,249,249 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 162,162,162 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 242,242,242 255,255,255 254,254,254 201,201,201 241,241,241 203,203,203 242,242,242 255,255,255 244,244,244 254,254,254 196,196,196 255,255,255 255,255,255 252,252,252 249,249,249 253,253,253 244,244,244 241,241,241 207,207,207 245,245,245 255,255,255 255,255,255 242,242,242 249,249,249 255,255,255 255,255,255 236,236,236 255,255,255 255,255,255 236,236,236 255,255,255 255,255,255 251,251,251 248,248,248 191,191,191 255,255,255 246,246,246 255,255,255 246,246,246 194,194,194 246,246,246 255,255,255 255,255,255 246,246,246 254,254,254 255,255,255 255,255,255 197,197,197 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
