30 60
247,247,247 248,248,248 250,250,250 255,255,255 255,255,255 252,252,252 156,156,156 224,224,224 194,194,194 188,188,188 194,194,194 199,199,199 181,181,181 255,255,255 246,246,246 255,255,255 247,247,247 255,255,255 251,251,251 255,255,255 243,243,243 255,255,255 250,250,250 242,242,242 255,255,255 247,247,247 245,245,245 242,242,242 255,255,255 177,177,177 253,253,253 234,234,234 255,255,255 191,191,191 246,246,246 255,255,255 254,254,254 248,248,248 252,252,252 255,255,255 241,241,241 255,255,255 240,240,240 243,243,243 245,245,245 198,198,198 255,255,255 254,254,254 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 238,238,238 255,255,255 239,239,239 12,12,12 17,17,17 232,232,232 247,247,247 255,255,255 255,255,255 0,0,0 11,11,11 243,243,243 251,251,251 249,249,249 1,1,1 0,0,0 0,0,0 0,0,0 9,9,9 239,239,239 255,255,255 6,6,6 0,0,0 6,6,6 25,25,25 5,5,5 0,0,0 0,0,0 253,253,253 255,255,255 228,228,228 207,207,207 1,1,1 10,10,10 0,0,0 0,0,0 203,203,203 181,181,181 194,194,194 195,195,195 190,190,190 187,187,187 13,13,13 0,0,0 238,238,238 255,255,255 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
244,244,244 255,255,255 241,241,241 255,255,255 255,255,255 0,0,0 1,1,1 255,255,255 255,255,255 255,255,255 239,239,239 0,0,0 0,0,0 255,255,255 255,255,255 2,2,2 9,9,9 235,235,235 255,255,255 255,255,255 2,2,2 6,6,6 243,243,243 0,0,0 0,0,0 250,250,250 245,245,245 241,241,241 235,235,235 198,198,198 255,255,255 253,253,253 255,255,255 0,0,0 0,0,0 241,241,241 249,249,249 3,3,3 0,0,0 255,255,255 231,231,231 253,253,253 255,255,255 14,14,14 0,0,0 0,0,0 255,255,255 244,244,244 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
241,241,241 255,255,255 251,251,251 245,245,245 247,247,247 23,23,23 0,0,0 245,245,245 243,243,243 249,249,249 255,255,255 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 246,246,246 255,255,255 234,234,234 249,249,249 251,251,251 0,0,0 255,255,255 0,0,0 0,0,0 250,250,250 251,251,251 254,254,254 255,255,255 215,215,215 239,239,239 245,245,245 0,0,0 15,15,15 255,255,255 255,255,255 250,250,250 202,202,202 0,0,0 1,1,1 255,255,255 249,249,249 0,0,0 0,0,0 2,2,2 4,4,4 203,203,203 182,182,182 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 249,249,249 252,252,252 255,255,255 250,250,250 1,1,1 13,13,13 247,247,247 255,255,255 244,244,244 247,247,247 0,0,0 17,17,17 255,255,255 0,0,0 10,10,10 255,255,255 239,239,239 255,255,255 255,255,255 255,255,255 183,183,183 202,202,202 9,9,9 0,0,0 178,178,178 202,202,202 178,178,178 192,192,192 182,182,182 176,176,176 222,222,222 16,16,16 0,0,0 205,205,205 198,198,198 192,192,192 181,181,181 5,5,5 11,11,11 199,199,199 172,172,172 255,255,255 255,255,255 0,0,0 17,17,17 187,187,187 255,255,255 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 255,255,255 255,255,255 245,245,245 255,255,255 0,0,0 0,0,0 7,7,7 0,0,0 6,6,6 0,0,0 4,4,4 0,0,0 252,252,252 4,4,4 0,0,0 255,255,255 255,255,255 255,255,255 239,239,239 254,254,254 206,206,206 241,241,241 2,2,2 0,0,0 9,9,9 0,0,0 3,3,3 2,2,2 251,251,251 255,255,255 233,233,233 236,236,236 16,16,16 0,0,0 248,248,248 255,255,255 0,0,0 0,0,0 0,0,0 252,252,252 212,212,212 248,248,248 253,253,253 4,4,4 0,0,0 187,187,187 251,251,251 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
199,199,199 186,186,186 181,181,181 198,198,198 194,194,194 0,0,0 7,7,7 251,251,251 197,197,197 184,184,184 193,193,193 0,0,0 9,9,9 250,250,250 5,5,5 4,4,4 255,255,255 253,253,253 255,255,255 249,249,249 247,247,247 197,197,197 243,243,243 2,2,2 0,0,0 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 246,246,246 255,255,255 251,251,251 199,199,199 0,0,0 0,0,0 0,0,0 255,255,255 0,0,0 8,8,8 255,255,255 204,204,204 236,236,236 255,255,255 0,0,0 0,0,0 207,207,207 250,250,250 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 254,254,254 253,253,253 255,255,255 251,251,251 0,0,0 0,0,0 255,255,255 181,181,181 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 250,250,250 254,254,254 253,253,253 250,250,250 255,255,255 192,192,192 249,249,249 0,0,0 21,21,21 253,253,253 251,251,251 254,254,254 253,253,253 245,245,245 247,247,247 255,255,255 249,249,249 175,175,175 249,249,249 255,255,255 254,254,254 244,244,244 13,13,13 0,0,0 251,251,251 179,179,179 255,255,255 251,251,251 0,0,0 10,10,10 182,182,182 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
239,239,239 255,255,255 254,254,254 224,224,224 255,255,255 20,20,20 0,0,0 241,241,241 199,199,199 253,253,253 255,255,255 5,5,5 5,5,5 238,238,238 18,18,18 0,0,0 255,255,255 247,247,247 244,244,244 246,246,246 253,253,253 10,10,10 255,255,255 0,0,0 0,0,0 240,240,240 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 246,246,246 252,252,252 16,16,16 243,243,243 245,245,245 243,243,243 249,249,249 17,17,17 0,0,0 248,248,248 204,204,204 244,244,244 249,249,249 11,11,11 0,0,0 187,187,187 236,236,236 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 239,239,239 255,255,255 244,244,244 252,252,252 0,0,0 0,0,0 255,255,255 197,197,197 180,180,180 172,172,172 0,0,0 1,1,1 248,248,248 247,247,247 8,8,8 4,4,4 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 16,16,16 0,0,0 255,255,255 242,242,242 255,255,255 239,239,239 255,255,255 242,242,242 255,255,255 255,255,255 0,0,0 10,10,10 255,255,255 255,255,255 2,2,2 0,0,0 255,255,255 253,253,253 191,191,191 255,255,255 253,253,253 0,0,0 3,3,3 208,208,208 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 178,178,178 213,213,213 189,189,189 183,183,183 0,0,0 7,7,7 173,173,173 204,204,204 188,188,188 208,208,208 0,0,0 0,0,0 190,190,190 176,176,176 184,184,184 0,0,0 6,6,6 0,0,0 0,0,0 4,4,4 180,180,180 249,249,249 0,0,0 4,4,4 0,0,0 16,16,16 0,0,0 0,0,0 21,21,21 252,252,252 245,245,245 255,255,255 195,195,195 13,13,13 0,0,0 0,0,0 2,2,2 255,255,255 255,255,255 255,255,255 175,175,175 5,5,5 0,0,0 5,5,5 0,0,0 2,2,2 0,0,0 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 186,186,186 248,248,248 230,230,230 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 234,234,234 197,197,197 249,249,249 211,211,211 255,255,255 255,255,255 255,255,255 255,255,255 199,199,199 242,242,242 253,253,253 255,255,255 212,212,212 245,245,245 255,255,255 253,253,253 246,246,246 247,247,247 255,255,255 245,245,245 234,234,234 255,255,255 250,250,250 227,227,227 205,205,205 241,241,241 250,250,250 255,255,255 246,246,246 250,250,250 255,255,255 255,255,255 162,162,162 205,205,205 180,180,180 171,171,171 213,213,213 178,178,178 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 179,179,179 255,255,255 255,255,255 255,255,255 237,237,237 253,253,253 254,254,254 254,254,254 255,255,255 182,182,182 249,249,249 192,192,192 239,239,239 248,248,248 238,238,238 229,229,229 206,206,206 255,255,255 246,246,246 251,251,251 193,193,193 191,191,191 177,177,177 192,192,192 181,181,181 185,185,185 201,201,201 188,188,188 208,208,208 199,199,199 186,186,186 220,220,220 183,183,183 243,243,243 255,255,255 240,240,240 255,255,255 255,255,255 239,239,239 251,251,251 192,192,192 255,255,255 255,255,255 254,254,254 250,250,250 190,190,190 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 177,177,177 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 240,240,240 252,252,252 252,252,252 191,191,191 255,255,255 201,201,201 235,235,235 255,255,255 255,255,255 255,255,255 170,170,170 255,255,255 255,255,255 238,238,238 255,255,255 249,249,249 255,255,255 248,248,248 214,214,214 235,235,235 255,255,255 243,243,243 253,253,253 237,237,237 255,255,255 247,247,247 250,250,250 255,255,255 240,240,240 255,255,255 244,244,244 249,249,249 255,255,255 255,255,255 195,195,195 248,248,248 249,249,249 255,255,255 253,253,253 182,182,182 254,254,254 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
