30 60
244,244,244 255,255,255 249,249,249 224,224,224 255,255,255 255,255,255 187,187,187 218,218,218 186,186,186 194,194,194 185,185,185 182,182,182 184,184,184 255,255,255 253,253,253 247,247,247 252,252,252 255,255,255 234,234,234 255,255,255 242,242,242 250,250,250 253,253,253 251,251,251 253,253,253 242,242,242 252,252,252 246,246,246 255,255,255 198,198,198 234,234,234 235,235,235 255,255,255 199,199,199 234,234,234 255,255,255 255,255,255 240,240,240 242,242,242 255,255,255 255,255,255 242,242,242 255,255,255 248,248,248 255,255,255 193,193,193 255,255,255 250,250,250 186,186,186 255,255,255 227,227,227 255,255,255 255,255,255 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 241,241,241 254,254,254 255,255,255 239,239,239 3,3,3 0,0,0 244,244,244 249,249,249 255,255,255 249,249,249 13,13,13 10,10,10 255,255,255 240,240,240 255,255,255 1,1,1 9,9,9 6,6,6 0,0,0 0,0,0 255,255,255 255,255,255 246,246,246 0,0,0 6,6,6 5,5,5 0,0,0 0,0,0 3,3,3 255,255,255 255,255,255 2,2,2 0,0,0 12,12,12 0,0,0 3,3,3 8,8,8 10,10,10 0,0,0 167,167,167 10,10,10 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 250,250,250 255,255,255 255,255,255 225,225,225 254,254,254 204,204,204 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 245,245,245 251,251,251 255,255,255 248,248,248 2,2,2 0,0,0 255,255,255 255,255,255 240,240,240 255,255,255 0,0,0 0,0,0 255,255,255 231,231,231 8,8,8 0,0,0 235,235,235 242,242,242 255,255,255 5,5,5 0,0,0 237,237,237 1,1,1 6,6,6 236,236,236 255,255,255 238,238,238 254,254,254 3,3,3 0,0,0 253,253,253 239,239,239 255,255,255 253,253,253 4,4,4 0,0,0 202,202,202 242,242,242 247,247,247 255,255,255 249,249,249 255,255,255 241,241,241 255,255,255 255,255,255 238,238,238 8,8,8 5,5,5 242,242,242 238,238,238 255,255,255 255,255,255 255,255,255 183,183,183 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 255,255,255 255,255,255 253,253,253 250,250,250 4,4,4 0,0,0 250,250,250 255,255,255 244,244,244 255,255,255 0,0,0 5,5,5 255,255,255 14,14,14 0,0,0 255,255,255 255,255,255 247,247,247 255,255,255 247,247,247 234,234,234 255,255,255 0,0,0 3,3,3 255,255,255 237,237,237 255,255,255 255,255,255 211,211,211 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 1,1,1 0,0,0 214,214,214 248,248,248 252,252,252 238,238,238 255,255,255 242,242,242 242,242,242 255,255,255 237,237,237 202,202,202 1,1,1 5,5,5 211,211,211 192,192,192 172,172,172 186,186,186 218,218,218 178,178,178 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 255,255,255 254,254,254 254,254,254 251,251,251 9,9,9 5,5,5 248,248,248 249,249,249 246,246,246 253,253,253 6,6,6 0,0,0 255,255,255 0,0,0 0,0,0 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 170,170,170 222,222,222 0,0,0 0,0,0 184,184,184 205,205,205 192,192,192 175,175,175 171,171,171 205,205,205 179,179,179 203,203,203 171,171,171 176,176,176 0,0,0 8,8,8 177,177,177 187,187,187 187,187,187 200,200,200 195,195,195 255,255,255 255,255,255 242,242,242 243,243,243 0,0,0 4,4,4 228,228,228 255,255,255 236,236,236 255,255,255 255,255,255 245,245,245 176,176,176 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 255,255,255 249,249,249 255,255,255 245,245,245 0,0,0 0,0,0 255,255,255 0,0,0 7,7,7 251,251,251 0,0,0 3,3,3 248,248,248 5,5,5 6,6,6 255,255,255 255,255,255 243,243,243 248,248,248 255,255,255 195,195,195 247,247,247 255,255,255 4,4,4 0,0,0 0,0,0 9,9,9 0,0,0 4,4,4 245,245,245 252,252,252 247,247,247 208,208,208 255,255,255 0,0,0 0,0,0 255,255,255 245,245,245 255,255,255 254,254,254 192,192,192 255,255,255 235,235,235 255,255,255 9,9,9 4,4,4 248,248,248 255,255,255 255,255,255 246,246,246 255,255,255 246,246,246 246,246,246 204,204,204 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
202,202,202 184,184,184 189,189,189 210,210,210 193,193,193 0,0,0 10,10,10 251,251,251 0,0,0 10,10,10 197,197,197 0,0,0 0,0,0 247,247,247 0,0,0 6,6,6 251,251,251 251,251,251 255,255,255 0,0,0 3,3,3 3,3,3 250,250,250 255,255,255 255,255,255 251,251,251 254,254,254 253,253,253 251,251,251 0,0,0 8,8,8 244,244,244 250,250,250 193,193,193 255,255,255 0,0,0 0,0,0 255,255,255 237,237,237 250,250,250 255,255,255 179,179,179 255,255,255 248,248,248 0,0,0 12,12,12 192,192,192 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
235,235,235 255,255,255 236,236,236 223,223,223 255,255,255 0,0,0 0,0,0 255,255,255 24,24,24 0,0,0 237,237,237 12,12,12 3,3,3 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 247,247,247 255,255,255 0,0,0 12,12,12 241,241,241 247,247,247 250,250,250 254,254,254 247,247,247 255,255,255 255,255,255 11,11,11 0,0,0 255,255,255 251,251,251 189,189,189 231,231,231 0,0,0 0,0,0 246,246,246 255,255,255 255,255,255 252,252,252 196,196,196 241,241,241 15,15,15 0,0,0 248,248,248 188,188,188 250,250,250 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 245,245,245 252,252,252 255,255,255 255,255,255 2,2,2 0,0,0 0,0,0 0,0,0 0,0,0 10,10,10 5,5,5 0,0,0 255,255,255 9,9,9 0,0,0 255,255,255 239,239,239 249,249,249 255,255,255 4,4,4 0,0,0 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 241,241,241 254,254,254 0,0,0 20,20,20 248,248,248 255,255,255 191,191,191 244,244,244 12,12,12 3,3,3 249,249,249 249,249,249 251,251,251 244,244,244 194,194,194 12,12,12 0,0,0 255,255,255 255,255,255 185,185,185 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 250,250,250 255,255,255 236,236,236 232,232,232 1,1,1 0,0,0 8,8,8 194,194,194 197,197,197 0,0,0 0,0,0 9,9,9 235,235,235 246,246,246 0,0,0 0,0,0 255,255,255 249,249,249 242,242,242 0,0,0 13,13,13 255,255,255 0,0,0 0,0,0 255,255,255 242,242,242 255,255,255 239,239,239 0,0,0 15,15,15 240,240,240 253,253,253 168,168,168 251,251,251 0,0,0 0,0,0 255,255,255 242,242,242 253,253,253 252,252,252 3,3,3 2,2,2 245,245,245 255,255,255 255,255,255 194,194,194 239,239,239 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 193,193,193 189,189,189 202,202,202 204,204,204 7,7,7 9,9,9 167,167,167 189,189,189 191,191,191 176,176,176 8,8,8 6,6,6 194,194,194 200,200,200 181,181,181 6,6,6 1,1,1 20,20,20 0,0,0 1,1,1 181,181,181 222,222,222 255,255,255 5,5,5 0,0,0 0,0,0 2,2,2 0,0,0 1,1,1 255,255,255 252,252,252 255,255,255 199,199,199 248,248,248 4,4,4 0,0,0 255,255,255 255,255,255 253,253,253 253,253,253 0,0,0 0,0,0 255,255,255 252,252,252 249,249,249 200,200,200 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
238,238,238 180,180,180 244,244,244 239,239,239 234,234,234 252,252,252 255,255,255 255,255,255 255,255,255 240,240,240 205,205,205 255,255,255 161,161,161 255,255,255 249,249,249 248,248,248 246,246,246 192,192,192 240,240,240 255,255,255 254,254,254 202,202,202 255,255,255 239,239,239 247,247,247 255,255,255 241,241,241 255,255,255 254,254,254 253,253,253 255,255,255 251,251,251 248,248,248 189,189,189 249,249,249 254,254,254 255,255,255 255,255,255 235,235,235 255,255,255 255,255,255 177,177,177 207,207,207 173,173,173 179,179,179 200,200,200 172,172,172 248,248,248 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 190,190,190 254,254,254 255,255,255 255,255,255 245,245,245 236,236,236 255,255,255 244,244,244 255,255,255 182,182,182 248,248,248 211,211,211 252,252,252 255,255,255 247,247,247 255,255,255 205,205,205 255,255,255 240,240,240 238,238,238 213,213,213 182,182,182 187,187,187 198,198,198 163,163,163 212,212,212 196,196,196 195,195,195 176,176,176 195,195,195 192,192,192 184,184,184 213,213,213 236,236,236 242,242,242 255,255,255 255,255,255 255,255,255 238,238,238 251,251,251 208,208,208 243,243,243 255,255,255 255,255,255 255,255,255 174,174,174 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
248,248,248 181,181,181 252,252,252 255,255,255 250,250,250 254,254,254 255,255,255 253,253,253 255,255,255 241,241,241 203,203,203 244,244,244 206,206,206 232,232,232 251,251,251 254,254,254 247,247,247 191,191,191 254,254,254 245,245,245 255,255,255 239,239,239 249,249,249 255,255,255 235,235,235 234,234,234 231,231,231 247,247,247 255,255,255 251,251,251 249,249,249 255,255,255 254,254,254 255,255,255 254,254,254 245,245,245 255,255,255 242,242,242 255,255,255 255,255,255 251,251,251 186,186,186 255,255,255 253,253,253 255,255,255 252,252,252 203,203,203 241,241,241 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
