30 60
241,241,241 255,255,255 244,244,244 253,253,253 255,255,255 255,255,255 170,170,170 221,221,221 191,191,191 184,184,184 198,198,198 198,198,198 171,171,171 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 250,250,250 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 250,250,250 193,193,193 255,255,255 218,218,218 255,255,255 205,205,205 255,255,255 246,246,246 255,255,255 255,255,255 222,222,222 255,255,255 255,255,255 250,250,250 255,255,255 241,241,241 255,255,255 199,199,199 249,249,249 255,255,255 171,171,171 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 194,194,194 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 250,250,250 255,255,255 253,253,253 236,236,236 0,0,0 12,12,12 239,239,239 243,243,243 244,244,244 255,255,255 0,0,0 0,0,0 255,255,255 5,5,5 0,0,0 255,255,255 244,244,244 242,242,242 255,255,255 0,0,0 0,0,0 247,247,247 6,6,6 0,0,0 0,0,0 0,0,0 9,9,9 0,0,0 10,10,10 250,250,250 255,255,255 0,0,0 6,6,6 6,6,6 1,1,1 3,3,3 0,0,0 210,210,210 176,176,176 178,178,178 189,189,189 190,190,190 11,11,11 0,0,0 0,0,0 0,0,0 241,241,241 227,227,227 255,255,255 248,248,248 245,245,245 236,236,236 250,250,250 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 255,255,255 225,225,225 255,255,255 255,255,255 9,9,9 0,0,0 255,255,255 255,255,255 245,245,245 255,255,255 3,3,3 0,0,0 250,250,250 0,0,0 0,0,0 250,250,250 255,255,255 252,252,252 244,244,244 6,6,6 7,7,7 255,255,255 246,246,246 251,251,251 245,245,245 255,255,255 234,234,234 11,11,11 6,6,6 254,254,254 247,247,247 8,8,8 0,0,0 230,230,230 255,255,255 255,255,255 4,4,4 0,0,0 255,255,255 255,255,255 255,255,255 5,5,5 0,0,0 255,255,255 255,255,255 12,12,12 10,10,10 155,155,155 250,250,250 245,245,245 255,255,255 253,253,253 255,255,255 187,187,187 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
246,246,246 255,255,255 255,255,255 242,242,242 242,242,242 0,0,0 0,0,0 247,247,247 255,255,255 252,252,252 233,233,233 11,11,11 20,20,20 255,255,255 0,0,0 5,5,5 245,245,245 250,250,250 238,238,238 255,255,255 0,0,0 0,0,0 255,255,255 245,245,245 255,255,255 254,254,254 249,249,249 255,255,255 4,4,4 0,0,0 255,255,255 246,246,246 2,2,2 0,0,0 255,255,255 245,245,245 238,238,238 196,196,196 6,6,6 0,0,0 250,250,250 0,0,0 10,10,10 255,255,255 247,247,247 241,241,241 178,178,178 6,6,6 19,19,19 203,203,203 195,195,195 196,196,196 192,192,192 220,220,220 185,185,185 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
242,242,242 255,255,255 239,239,239 244,244,244 255,255,255 255,255,255 13,13,13 1,1,1 240,240,240 255,255,255 15,15,15 0,0,0 192,192,192 252,252,252 0,0,0 13,13,13 250,250,250 255,255,255 255,255,255 255,255,255 0,0,0 27,27,27 181,181,181 201,201,201 185,185,185 192,192,192 189,189,189 12,12,12 0,0,0 180,180,180 203,203,203 185,185,185 6,6,6 0,0,0 185,185,185 215,215,215 198,198,198 179,179,179 1,1,1 0,0,0 195,195,195 2,2,2 0,0,0 255,255,255 251,251,251 252,252,252 232,232,232 0,0,0 0,0,0 250,250,250 243,243,243 255,255,255 246,246,246 244,244,244 197,197,197 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 236,236,236 255,255,255 255,255,255 235,235,235 255,255,255 0,0,0 1,1,1 255,255,255 246,246,246 0,0,0 4,4,4 201,201,201 251,251,251 20,20,20 0,0,0 252,252,252 6,6,6 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 251,251,251 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 244,244,244 255,255,255 0,0,0 4,4,4 252,252,252 250,250,250 246,246,246 255,255,255 8,8,8 0,0,0 255,255,255 0,0,0 8,8,8 245,245,245 255,255,255 248,248,248 176,176,176 7,7,7 0,0,0 255,255,255 234,234,234 255,255,255 255,255,255 239,239,239 195,195,195 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
185,185,185 186,186,186 194,194,194 204,204,204 203,203,203 185,185,185 3,3,3 3,3,3 183,183,183 190,190,190 4,4,4 0,0,0 199,199,199 237,237,237 14,14,14 0,0,0 244,244,244 12,12,12 0,0,0 253,253,253 11,11,11 0,0,0 236,236,236 255,255,255 244,244,244 8,8,8 0,0,0 255,255,255 255,255,255 248,248,248 255,255,255 248,248,248 2,2,2 0,0,0 255,255,255 250,250,250 255,255,255 254,254,254 0,0,0 2,2,2 245,245,245 0,0,0 4,4,4 243,243,243 255,255,255 246,246,246 197,197,197 0,0,0 0,0,0 255,255,255 244,244,244 255,255,255 255,255,255 244,244,244 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 255,255,255 239,239,239 230,230,230 255,255,255 229,229,229 1,1,1 4,4,4 14,14,14 1,1,1 247,247,247 195,195,195 255,255,255 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 254,254,254 0,0,0 14,14,14 255,255,255 255,255,255 16,16,16 0,0,0 255,255,255 255,255,255 237,237,237 255,255,255 239,239,239 255,255,255 6,6,6 3,3,3 224,224,224 253,253,253 255,255,255 243,243,243 10,10,10 0,0,0 255,255,255 8,8,8 5,5,5 255,255,255 255,255,255 237,237,237 197,197,197 3,3,3 13,13,13 255,255,255 252,252,252 244,244,244 241,241,241 255,255,255 201,201,201 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
244,244,244 247,247,247 252,252,252 246,246,246 255,255,255 255,255,255 248,248,248 0,0,0 0,0,0 1,1,1 0,0,0 249,249,249 181,181,181 244,244,244 16,16,16 5,5,5 5,5,5 3,3,3 14,14,14 8,8,8 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 244,244,244 252,252,252 0,0,0 6,6,6 255,255,255 241,241,241 255,255,255 242,242,242 8,8,8 1,1,1 228,228,228 6,6,6 3,3,3 237,237,237 249,249,249 255,255,255 172,172,172 11,11,11 0,0,0 217,217,217 255,255,255 255,255,255 248,248,248 255,255,255 190,190,190 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 253,253,253 241,241,241 242,242,242 242,242,242 252,252,252 255,255,255 4,4,4 11,11,11 167,167,167 214,214,214 207,207,207 235,235,235 0,0,0 8,8,8 0,0,0 253,253,253 248,248,248 10,10,10 3,3,3 4,4,4 245,245,245 0,0,0 9,9,9 218,218,218 249,249,249 255,255,255 251,251,251 248,248,248 255,255,255 244,244,244 10,10,10 3,3,3 232,232,232 255,255,255 255,255,255 5,5,5 0,0,0 255,255,255 255,255,255 194,194,194 0,0,0 8,8,8 255,255,255 241,241,241 14,14,14 0,0,0 250,250,250 255,255,255 253,253,253 250,250,250 247,247,247 255,255,255 189,189,189 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
242,242,242 185,185,185 194,194,194 199,199,199 186,186,186 216,216,216 185,185,185 176,176,176 0,0,0 0,0,0 193,193,193 249,249,249 187,187,187 199,199,199 0,0,0 0,0,0 211,211,211 199,199,199 194,194,194 185,185,185 2,2,2 0,0,0 255,255,255 0,0,0 7,7,7 13,13,13 10,10,10 0,0,0 0,0,0 17,17,17 247,247,247 255,255,255 0,0,0 0,0,0 6,6,6 0,0,0 0,0,0 0,0,0 255,255,255 250,250,250 245,245,245 183,183,183 255,255,255 0,0,0 0,0,0 15,15,15 0,0,0 247,247,247 244,244,244 249,249,249 247,247,247 255,255,255 249,249,249 250,250,250 181,181,181 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
248,248,248 200,200,200 249,249,249 247,247,247 238,238,238 246,246,246 255,255,255 255,255,255 255,255,255 240,240,240 191,191,191 255,255,255 193,193,193 255,255,255 255,255,255 250,250,250 244,244,244 191,191,191 255,255,255 238,238,238 255,255,255 207,207,207 234,234,234 255,255,255 239,239,239 255,255,255 243,243,243 255,255,255 252,252,252 245,245,245 243,243,243 250,250,250 234,234,234 191,191,191 255,255,255 252,252,252 255,255,255 255,255,255 251,251,251 248,248,248 248,248,248 179,179,179 223,223,223 174,174,174 183,183,183 189,189,189 182,182,182 253,253,253 255,255,255 251,251,251 239,239,239 250,250,250 253,253,253 255,255,255 192,192,192 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 191,191,191 244,244,244 247,247,247 255,255,255 240,240,240 255,255,255 242,242,242 249,249,249 249,249,249 208,208,208 241,241,241 189,189,189 249,249,249 253,253,253 249,249,249 255,255,255 202,202,202 255,255,255 255,255,255 225,225,225 200,200,200 197,197,197 188,188,188 192,192,192 178,178,178 190,190,190 192,192,192 199,199,199 186,186,186 208,208,208 199,199,199 207,207,207 198,198,198 224,224,224 245,245,245 243,243,243 252,252,252 253,253,253 255,255,255 253,253,253 214,214,214 215,215,215 255,255,255 253,253,253 252,252,252 195,195,195 251,251,251 244,244,244 255,255,255 255,255,255 255,255,255 243,243,243 249,249,249 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 165,165,165 255,255,255 255,255,255 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 249,249,249 179,179,179 255,255,255 197,197,197 227,227,227 255,255,255 244,244,244 252,252,252 190,190,190 236,236,236 251,251,251 255,255,255 245,245,245 237,237,237 255,255,255 250,250,250 208,208,208 241,241,241 255,255,255 255,255,255 232,232,232 255,255,255 252,252,252 255,255,255 238,238,238 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 180,180,180 255,255,255 255,255,255 255,255,255 242,242,242 200,200,200 248,248,248 255,255,255 255,255,255 246,246,246 254,254,254 255,255,255 255,255,255 197,197,197 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
