30 60
244,244,244 251,251,251 255,255,255 255,255,255 238,238,238 255,255,255 171,171,171 219,219,219 197,197,197 198,198,198 174,174,174 209,209,209 195,195,195 252,252,252 255,255,255 249,249,249 246,246,246 255,255,255 231,231,231 255,255,255 242,242,242 246,246,246 255,255,255 248,248,248 249,249,249 255,255,255 255,255,255 249,249,249 245,245,245 179,179,179 255,255,255 228,228,228 249,249,249 194,194,194 255,255,255 255,255,255 255,255,255 243,243,243 239,239,239 255,255,255 255,255,255 238,238,238 255,255,255 255,255,255 231,231,231 207,207,207 255,255,255 254,254,254 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 241,241,241 240,240,240 255,255,255 0,0,0 0,0,0 18,18,18 0,0,0 3,3,3 18,18,18 0,0,0 197,197,197 244,244,244 229,229,229 250,250,250 0,0,0 0,0,0 18,18,18 6,6,6 0,0,0 247,247,247 255,255,255 3,3,3 12,12,12 218,218,218 255,255,255 240,240,240 255,255,255 18,18,18 0,0,0 255,255,255 14,14,14 3,3,3 176,176,176 186,186,186 191,191,191 191,191,191 0,0,0 0,0,0 170,170,170 200,200,200 188,188,188 196,196,196 216,216,216 170,170,170 0,0,0 0,0,0 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 241,241,241 255,255,255 255,255,255 243,243,243 0,0,0 0,0,0 250,250,250 248,248,248 248,248,248 237,237,237 250,250,250 188,188,188 255,255,255 255,255,255 10,10,10 0,0,0 254,254,254 234,234,234 242,242,242 13,13,13 13,13,13 245,245,245 0,0,0 0,0,0 246,246,246 255,255,255 242,242,242 254,254,254 0,0,0 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 247,247,247 0,0,0 36,36,36 247,247,247 255,255,255 251,251,251 239,239,239 245,245,245 248,248,248 12,12,12 2,2,2 13,13,13 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 248,248,248 255,255,255 239,239,239 255,255,255 2,2,2 15,15,15 250,250,250 255,255,255 245,245,245 255,255,255 255,255,255 173,173,173 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 247,247,247 255,255,255 247,247,247 236,236,236 249,249,249 247,247,247 0,0,0 19,19,19 247,247,247 250,250,250 1,1,1 13,13,13 250,250,250 252,252,252 0,0,0 0,0,0 255,255,255 255,255,255 0,0,0 7,7,7 233,233,233 252,252,252 239,239,239 234,234,234 255,255,255 240,240,240 0,0,0 0,0,0 0,0,0 0,0,0 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 246,246,246 255,255,255 255,255,255 234,234,234 0,0,0 0,0,0 249,249,249 255,255,255 231,231,231 255,255,255 243,243,243 178,178,178 255,255,255 25,25,25 0,0,0 253,253,253 230,230,230 251,251,251 255,255,255 255,255,255 189,189,189 206,206,206 188,188,188 200,200,200 0,0,0 19,19,19 0,0,0 2,2,2 159,159,159 203,203,203 191,191,191 0,0,0 8,8,8 180,180,180 11,11,11 0,0,0 170,170,170 212,212,212 184,184,184 192,192,192 194,194,194 239,239,239 10,10,10 10,10,10 255,255,255 0,0,0 10,10,10 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 255,255,255 239,239,239 240,240,240 255,255,255 0,0,0 0,0,0 2,2,2 0,0,0 10,10,10 0,0,0 235,235,235 213,213,213 250,250,250 0,0,0 6,6,6 251,251,251 255,255,255 255,255,255 235,235,235 255,255,255 192,192,192 243,243,243 255,255,255 251,251,251 255,255,255 0,0,0 8,8,8 255,255,255 255,255,255 250,250,250 247,247,247 0,0,0 0,0,0 10,10,10 0,0,0 255,255,255 248,248,248 255,255,255 252,252,252 255,255,255 197,197,197 6,6,6 0,0,0 252,252,252 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
191,191,191 192,192,192 194,194,194 198,198,198 195,195,195 4,4,4 2,2,2 247,247,247 179,179,179 207,207,207 184,184,184 182,182,182 220,220,220 219,219,219 15,15,15 0,0,0 243,243,243 255,255,255 243,243,243 0,0,0 5,5,5 0,0,0 247,247,247 255,255,255 247,247,247 255,255,255 0,0,0 0,0,0 255,255,255 246,246,246 236,236,236 255,255,255 3,3,3 3,3,3 0,0,0 0,0,0 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 241,241,241 254,254,254 18,18,18 0,0,0 249,249,249 255,255,255 246,246,246 255,255,255 255,255,255 251,251,251 210,210,210 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 239,239,239 240,240,240 246,246,246 8,8,8 1,1,1 255,255,255 199,199,199 232,232,232 251,251,251 255,255,255 184,184,184 255,255,255 0,0,0 0,0,0 255,255,255 234,234,234 255,255,255 255,255,255 3,3,3 11,11,11 228,228,228 255,255,255 255,255,255 239,239,239 0,0,0 4,4,4 250,250,250 254,254,254 255,255,255 251,251,251 0,0,0 0,0,0 255,255,255 12,12,12 0,0,0 254,254,254 253,253,253 246,246,246 252,252,252 5,5,5 18,18,18 0,0,0 13,13,13 0,0,0 0,0,0 21,21,21 2,2,2 233,233,233 255,255,255 235,235,235 252,252,252 251,251,251 183,183,183 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
238,238,238 254,254,254 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 253,253,253 195,195,195 255,255,255 255,255,255 253,253,253 185,185,185 244,244,244 14,14,14 0,0,0 254,254,254 245,245,245 253,253,253 244,244,244 0,0,0 0,0,0 255,255,255 255,255,255 255,255,255 255,255,255 1,1,1 0,0,0 255,255,255 246,246,246 249,249,249 248,248,248 14,14,14 0,0,0 255,255,255 241,241,241 2,2,2 21,21,21 255,255,255 249,249,249 251,251,251 196,196,196 236,236,236 255,255,255 243,243,243 253,253,253 8,8,8 0,0,0 255,255,255 255,255,255 247,247,247 255,255,255 249,249,249 252,252,252 211,211,211 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 248,248,248 249,249,249 240,240,240 245,245,245 5,5,5 31,31,31 233,233,233 190,190,190 202,202,202 179,179,179 203,203,203 197,197,197 239,239,239 255,255,255 0,0,0 6,6,6 255,255,255 255,255,255 255,255,255 13,13,13 0,0,0 255,255,255 248,248,248 236,236,236 243,243,243 0,0,0 8,8,8 241,241,241 252,252,252 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 249,249,249 0,0,0 0,0,0 255,255,255 247,247,247 194,194,194 255,255,255 252,252,252 255,255,255 242,242,242 1,1,1 0,0,0 243,243,243 250,250,250 242,242,242 255,255,255 255,255,255 244,244,244 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
239,239,239 186,186,186 203,203,203 190,190,190 188,188,188 2,2,2 0,0,0 8,8,8 0,0,0 0,0,0 0,0,0 8,8,8 193,193,193 197,197,197 159,159,159 197,197,197 0,0,0 0,0,0 0,0,0 8,8,8 0,0,0 170,170,170 250,250,250 255,255,255 255,255,255 255,255,255 6,6,6 0,0,0 244,244,244 255,255,255 247,247,247 255,255,255 6,6,6 0,0,0 248,248,248 255,255,255 248,248,248 255,255,255 0,0,0 5,5,5 255,255,255 185,185,185 238,238,238 255,255,255 251,251,251 254,254,254 9,9,9 5,5,5 247,247,247 255,255,255 248,248,248 232,232,232 255,255,255 255,255,255 182,182,182 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 188,188,188 238,238,238 243,243,243 255,255,255 239,239,239 255,255,255 255,255,255 253,253,253 250,250,250 215,215,215 248,248,248 204,204,204 247,247,247 255,255,255 249,249,249 255,255,255 212,212,212 251,251,251 248,248,248 255,255,255 212,212,212 255,255,255 241,241,241 240,240,240 255,255,255 236,236,236 255,255,255 255,255,255 236,236,236 255,255,255 240,240,240 242,242,242 179,179,179 252,252,252 255,255,255 255,255,255 236,236,236 255,255,255 235,235,235 249,249,249 171,171,171 222,222,222 187,187,187 164,164,164 217,217,217 159,159,159 255,255,255 252,252,252 236,236,236 254,254,254 255,255,255 246,246,246 247,247,247 197,197,197 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 181,181,181 255,255,255 251,251,251 245,245,245 242,242,242 255,255,255 244,244,244 255,255,255 255,255,255 177,177,177 240,240,240 200,200,200 255,255,255 241,241,241 244,244,244 241,241,241 201,201,201 255,255,255 243,243,243 242,242,242 176,176,176 181,181,181 192,192,192 200,200,200 182,182,182 186,186,186 204,204,204 198,198,198 193,193,193 198,198,198 194,194,194 197,197,197 197,197,197 255,255,255 246,246,246 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 195,195,195 250,250,250 251,251,251 245,245,245 255,255,255 186,186,186 253,253,253 255,255,255 255,255,255 249,249,249 242,242,242 242,242,242 255,255,255 202,202,202 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 179,179,179 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 246,246,246 248,248,248 250,250,250 205,205,205 249,249,249 201,201,201 227,227,227 255,255,255 254,254,254 255,255,255 173,173,173 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 244,244,244 211,211,211 240,240,240 255,255,255 243,243,243 251,251,251 250,250,250 255,255,255 250,250,250 255,255,255 245,245,245 245,245,245 255,255,255 252,252,252 238,238,238 255,255,255 252,252,252 191,191,191 247,247,247 254,254,254 255,255,255 250,250,250 179,179,179 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 249,249,249 247,247,247 185,185,185 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
