30 60
241,241,241 255,255,255 244,244,244 253,253,253 255,255,255 255,255,255 170,170,170 221,221,221 191,191,191 184,184,184 198,198,198 198,198,198 171,171,171 255,255,255 255,255,255 255,255,255 243,243,243 255,255,255 252,252,252 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 251,251,251 250,250,250 255,255,255 183,183,183 255,255,255 234,234,234 243,243,243 197,197,197 255,255,255 239,239,239 255,255,255 242,242,242 241,241,241 244,244,244 242,242,242 255,255,255 248,248,248 255,255,255 247,247,247 188,188,188 255,255,255 239,239,239 184,184,184 238,238,238 255,255,255 255,255,255 255,255,255 251,251,251 192,192,192 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 250,250,250 255,255,255 253,253,253 236,236,236 0,0,0 12,12,12 239,239,239 243,243,243 244,244,244 255,255,255 0,0,0 0,0,0 255,255,255 5,5,5 0,0,0 247,247,247 255,255,255 247,247,247 255,255,255 240,240,240 252,252,252 246,246,246 242,242,242 9,9,9 0,0,0 0,0,0 0,0,0 11,11,11 0,0,0 238,238,238 255,255,255 239,239,239 213,213,213 0,0,0 5,5,5 0,0,0 14,14,14 194,194,194 196,196,196 193,193,193 177,177,177 194,194,194 0,0,0 0,0,0 1,1,1 0,0,0 0,0,0 201,201,201 255,255,255 251,251,251 245,245,245 252,252,252 244,244,244 192,192,192 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 255,255,255 225,225,225 255,255,255 255,255,255 9,9,9 0,0,0 255,255,255 255,255,255 245,245,245 255,255,255 3,3,3 0,0,0 250,250,250 0,0,0 0,0,0 251,251,251 255,255,255 238,238,238 253,253,253 246,246,246 255,255,255 255,255,255 255,255,255 247,247,247 236,236,236 18,18,18 3,3,3 240,240,240 195,195,195 252,252,252 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 250,250,250 0,0,0 6,6,6 255,255,255 255,255,255 254,254,254 0,0,0 14,14,14 248,248,248 253,253,253 254,254,254 17,17,17 7,7,7 231,231,231 254,254,254 249,249,249 255,255,255 255,255,255 206,206,206 234,234,234 255,255,255 255,255,255 255,255,255 255,255,255
246,246,246 255,255,255 255,255,255 242,242,242 242,242,242 0,0,0 0,0,0 247,247,247 255,255,255 252,252,252 233,233,233 11,11,11 20,20,20 255,255,255 0,0,0 5,5,5 246,246,246 255,255,255 245,245,245 255,255,255 255,255,255 237,237,237 249,249,249 239,239,239 255,255,255 236,236,236 7,7,7 4,4,4 238,238,238 215,215,215 255,255,255 242,242,242 1,1,1 5,5,5 255,255,255 255,255,255 240,240,240 201,201,201 0,0,0 5,5,5 245,245,245 1,1,1 8,8,8 248,248,248 255,255,255 242,242,242 204,204,204 162,162,162 0,0,0 195,195,195 196,196,196 181,181,181 195,195,195 197,197,197 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
242,242,242 255,255,255 239,239,239 244,244,244 255,255,255 255,255,255 13,13,13 1,1,1 240,240,240 255,255,255 15,15,15 0,0,0 192,192,192 252,252,252 0,0,0 13,13,13 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 186,186,186 204,204,204 192,192,192 171,171,171 207,207,207 0,0,0 0,0,0 207,207,207 170,170,170 191,191,191 195,195,195 201,201,201 176,176,176 167,167,167 201,201,201 212,212,212 187,187,187 1,1,1 4,4,4 175,175,175 17,17,17 0,0,0 245,245,245 255,255,255 254,254,254 205,205,205 255,255,255 248,248,248 255,255,255 241,241,241 245,245,245 255,255,255 249,249,249 181,181,181 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 236,236,236 255,255,255 255,255,255 235,235,235 255,255,255 0,0,0 1,1,1 255,255,255 246,246,246 0,0,0 4,4,4 201,201,201 251,251,251 20,20,20 0,0,0 255,255,255 253,253,253 253,253,253 250,250,250 255,255,255 195,195,195 249,249,249 255,255,255 252,252,252 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 252,252,252 252,252,252 247,247,247 201,201,201 255,255,255 247,247,247 250,250,250 0,0,0 0,0,0 251,251,251 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 242,242,242 186,186,186 252,252,252 254,254,254 238,238,238 251,251,251 255,255,255 247,247,247 255,255,255 187,187,187 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
185,185,185 186,186,186 194,194,194 204,204,204 203,203,203 185,185,185 3,3,3 3,3,3 183,183,183 190,190,190 4,4,4 0,0,0 199,199,199 237,237,237 14,14,14 0,0,0 243,243,243 255,255,255 243,243,243 252,252,252 244,244,244 201,201,201 255,255,255 252,252,252 253,253,253 255,255,255 0,0,0 9,9,9 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 200,200,200 244,244,244 255,255,255 0,0,0 2,2,2 242,242,242 255,255,255 255,255,255 0,0,0 3,3,3 244,244,244 255,255,255 242,242,242 191,191,191 255,255,255 255,255,255 242,242,242 255,255,255 243,243,243 255,255,255 242,242,242 189,189,189 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 255,255,255 239,239,239 230,230,230 255,255,255 229,229,229 1,1,1 4,4,4 14,14,14 1,1,1 247,247,247 195,195,195 255,255,255 0,0,0 0,0,0 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 172,172,172 234,234,234 246,246,246 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 250,250,250 251,251,251 251,251,251 246,246,246 187,187,187 238,238,238 21,21,21 0,0,0 228,228,228 255,255,255 255,255,255 255,255,255 0,0,0 4,4,4 255,255,255 248,248,248 250,250,250 206,206,206 240,240,240 255,255,255 255,255,255 241,241,241 248,248,248 253,253,253 255,255,255 207,207,207 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
244,244,244 247,247,247 252,252,252 246,246,246 255,255,255 255,255,255 248,248,248 0,0,0 0,0,0 1,1,1 0,0,0 249,249,249 181,181,181 244,244,244 16,16,16 5,5,5 244,244,244 243,243,243 244,244,244 254,254,254 250,250,250 196,196,196 255,255,255 255,255,255 245,245,245 255,255,255 3,3,3 1,1,1 252,252,252 245,245,245 255,255,255 255,255,255 252,252,252 199,199,199 0,0,0 1,1,1 251,251,251 255,255,255 233,233,233 247,247,247 234,234,234 9,9,9 0,0,0 255,255,255 249,249,249 240,240,240 191,191,191 255,255,255 0,0,0 243,243,243 255,255,255 255,255,255 251,251,251 252,252,252 191,191,191 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 253,253,253 241,241,241 242,242,242 242,242,242 252,252,252 255,255,255 4,4,4 11,11,11 167,167,167 214,214,214 207,207,207 235,235,235 0,0,0 8,8,8 255,255,255 255,255,255 241,241,241 255,255,255 232,232,232 217,217,217 237,237,237 255,255,255 253,253,253 250,250,250 0,0,0 0,0,0 255,255,255 254,254,254 255,255,255 241,241,241 255,255,255 0,0,0 10,10,10 243,243,243 255,255,255 242,242,242 255,255,255 255,255,255 255,255,255 189,189,189 10,10,10 0,0,0 254,254,254 255,255,255 202,202,202 0,0,0 2,2,2 255,255,255 254,254,254 243,243,243 255,255,255 255,255,255 186,186,186 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
242,242,242 185,185,185 194,194,194 199,199,199 186,186,186 216,216,216 185,185,185 176,176,176 0,0,0 0,0,0 193,193,193 249,249,249 187,187,187 199,199,199 0,0,0 0,0,0 0,0,0 15,15,15 4,4,4 0,0,0 9,9,9 163,163,163 254,254,254 247,247,247 2,2,2 2,2,2 0,0,0 5,5,5 0,0,0 18,18,18 244,244,244 255,255,255 0,0,0 4,4,4 0,0,0 4,4,4 0,0,0 11,11,11 0,0,0 0,0,0 255,255,255 180,180,180 255,255,255 1,1,1 3,3,3 0,0,0 0,0,0 0,0,0 241,241,241 255,255,255 245,245,245 255,255,255 255,255,255 255,255,255 193,193,193 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
248,248,248 200,200,200 249,249,249 247,247,247 238,238,238 246,246,246 255,255,255 255,255,255 255,255,255 240,240,240 191,191,191 255,255,255 193,193,193 255,255,255 255,255,255 250,250,250 255,255,255 206,206,206 237,237,237 251,251,251 255,255,255 227,227,227 248,248,248 255,255,255 250,250,250 236,236,236 245,245,245 255,255,255 248,248,248 230,230,230 255,255,255 231,231,231 248,248,248 205,205,205 255,255,255 254,254,254 255,255,255 252,252,252 242,242,242 255,255,255 234,234,234 184,184,184 205,205,205 174,174,174 175,175,175 207,207,207 178,178,178 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 255,255,255 247,247,247 182,182,182 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 191,191,191 244,244,244 247,247,247 255,255,255 240,240,240 255,255,255 242,242,242 249,249,249 249,249,249 208,208,208 241,241,241 189,189,189 249,249,249 253,253,253 249,249,249 255,255,255 184,184,184 240,240,240 248,248,248 248,248,248 184,184,184 183,183,183 181,181,181 205,205,205 177,177,177 186,186,186 212,212,212 188,188,188 192,192,192 202,202,202 189,189,189 197,197,197 186,186,186 237,237,237 243,243,243 255,255,255 252,252,252 254,254,254 253,253,253 255,255,255 182,182,182 250,250,250 255,255,255 255,255,255 244,244,244 188,188,188 255,255,255 247,247,247 254,254,254 255,255,255 237,237,237 255,255,255 255,255,255 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 165,165,165 255,255,255 255,255,255 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 249,249,249 179,179,179 255,255,255 197,197,197 227,227,227 255,255,255 244,244,244 249,249,249 203,203,203 253,253,253 255,255,255 248,248,248 250,250,250 255,255,255 253,253,253 238,238,238 219,219,219 235,235,235 255,255,255 240,240,240 255,255,255 241,241,241 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 244,244,244 255,255,255 255,255,255 250,250,250 247,247,247 190,190,190 255,255,255 250,250,250 246,246,246 255,255,255 180,180,180 249,249,249 255,255,255 244,244,244 252,252,252 255,255,255 246,246,246 255,255,255 196,196,196 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
