30 60
255,255,255 240,240,240 246,246,246 255,255,255 255,255,255 255,255,255 172,172,172 219,219,219 190,190,190 181,181,181 179,179,179 177,177,177 184,184,184 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 234,234,234 254,254,254 255,255,255 255,255,255 236,236,236 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 243,243,243 191,191,191 248,248,248 252,252,252 255,255,255 204,204,204 251,251,251 251,251,251 255,255,255 244,244,244 241,241,241 255,255,255 255,255,255 253,253,253 238,238,238 250,250,250 255,255,255 166,166,166 255,255,255 255,255,255 171,171,171 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 194,194,194 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 249,249,249 255,255,255 255,255,255 237,237,237 236,236,236 206,206,206 0,0,0 0,0,0 14,14,14 4,4,4 255,255,255 206,206,206 242,242,242 0,0,0 2,2,2 250,250,250 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 248,248,248 0,0,0 1,1,1 0,0,0 0,0,0 15,15,15 12,12,12 0,0,0 0,0,0 254,254,254 221,221,221 181,181,181 222,222,222 0,0,0 0,0,0 202,202,202 175,175,175 192,192,192 181,181,181 0,0,0 15,15,15 1,1,1 2,2,2 16,16,16 1,1,1 246,246,246 227,227,227 255,255,255 248,248,248 245,245,245 236,236,236 250,250,250 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
237,237,237 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 255,255,255 230,230,230 0,0,0 4,4,4 184,184,184 255,255,255 0,0,0 14,14,14 249,249,249 252,252,252 231,231,231 255,255,255 0,0,0 0,0,0 255,255,255 253,253,253 252,252,252 249,249,249 15,15,15 0,0,0 253,253,253 178,178,178 255,255,255 251,251,251 255,255,255 253,253,253 0,0,0 0,0,0 5,5,5 0,0,0 250,250,250 255,255,255 255,255,255 0,0,0 8,8,8 230,230,230 251,251,251 255,255,255 0,0,0 4,4,4 155,155,155 250,250,250 245,245,245 255,255,255 253,253,253 255,255,255 187,187,187 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 0,0,0 10,10,10 255,255,255 255,255,255 246,246,246 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 0,0,0 19,19,19 254,254,254 248,248,248 0,0,0 0,0,0 242,242,242 255,255,255 237,237,237 255,255,255 230,230,230 1,1,1 14,14,14 249,249,249 239,239,239 244,244,244 254,254,254 244,244,244 0,0,0 5,5,5 251,251,251 255,255,255 6,6,6 0,0,0 250,250,250 247,247,247 13,13,13 0,0,0 255,255,255 255,255,255 244,244,244 195,195,195 14,14,14 19,19,19 203,203,203 195,195,195 196,196,196 192,192,192 220,220,220 185,185,185 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 249,249,249 242,242,242 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 246,246,246 241,241,241 13,13,13 0,0,0 248,248,248 255,255,255 253,253,253 0,0,0 0,0,0 10,10,10 3,3,3 250,250,250 197,197,197 190,190,190 201,201,201 174,174,174 203,203,203 3,3,3 0,0,0 181,181,181 166,166,166 191,191,191 194,194,194 1,1,1 0,0,0 191,191,191 202,202,202 194,194,194 188,188,188 5,5,5 0,0,0 203,203,203 0,0,0 21,21,21 251,251,251 255,255,255 237,237,237 211,211,211 0,0,0 0,0,0 250,250,250 243,243,243 255,255,255 246,246,246 244,244,244 197,197,197 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 251,251,251 255,255,255 255,255,255 236,236,236 14,14,14 0,0,0 250,250,250 249,249,249 255,255,255 255,255,255 0,0,0 9,9,9 254,254,254 247,247,247 254,254,254 254,254,254 6,6,6 0,0,0 250,250,250 255,255,255 199,199,199 255,255,255 245,245,245 255,255,255 255,255,255 0,0,0 5,5,5 255,255,255 253,253,253 255,255,255 246,246,246 6,6,6 0,0,0 255,255,255 255,255,255 247,247,247 253,253,253 1,1,1 0,0,0 243,243,243 19,19,19 0,0,0 250,250,250 255,255,255 255,255,255 180,180,180 8,8,8 0,0,0 255,255,255 234,234,234 255,255,255 255,255,255 239,239,239 195,195,195 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
190,190,190 196,196,196 179,179,179 201,201,201 195,195,195 0,0,0 7,7,7 255,255,255 181,181,181 194,194,194 190,190,190 0,0,0 0,0,0 255,255,255 240,240,240 253,253,253 250,250,250 9,9,9 0,0,0 238,238,238 255,255,255 209,209,209 241,241,241 252,252,252 247,247,247 255,255,255 0,0,0 0,0,0 255,255,255 246,246,246 236,236,236 255,255,255 4,4,4 0,0,0 255,255,255 254,254,254 249,249,249 255,255,255 0,0,0 0,0,0 249,249,249 8,8,8 7,7,7 242,242,242 255,255,255 255,255,255 194,194,194 0,0,0 0,0,0 255,255,255 244,244,244 255,255,255 255,255,255 244,244,244 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 249,249,249 238,238,238 255,255,255 0,0,0 0,0,0 255,255,255 201,201,201 255,255,255 248,248,248 1,1,1 12,12,12 239,239,239 255,255,255 252,252,252 255,255,255 0,0,0 0,0,0 255,255,255 254,254,254 174,174,174 238,238,238 255,255,255 255,255,255 239,239,239 0,0,0 4,4,4 250,250,250 254,254,254 255,255,255 251,251,251 0,0,0 1,1,1 0,0,0 5,5,5 0,0,0 0,0,0 8,8,8 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 251,251,251 242,242,242 209,209,209 0,0,0 13,13,13 255,255,255 252,252,252 244,244,244 241,241,241 255,255,255 201,201,201 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 236,236,236 255,255,255 251,251,251 252,252,252 0,0,0 0,0,0 252,252,252 188,188,188 255,255,255 240,240,240 1,1,1 0,0,0 251,251,251 240,240,240 244,244,244 244,244,244 0,0,0 9,9,9 255,255,255 249,249,249 197,197,197 255,255,255 249,249,249 255,255,255 255,255,255 1,1,1 0,0,0 255,255,255 246,246,246 249,249,249 248,248,248 0,0,0 0,0,0 251,251,251 255,255,255 255,255,255 253,253,253 8,8,8 0,0,0 253,253,253 0,0,0 9,9,9 244,244,244 241,241,241 255,255,255 175,175,175 7,7,7 0,0,0 217,217,217 255,255,255 255,255,255 248,248,248 255,255,255 190,190,190 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 253,253,253 251,251,251 244,244,244 251,251,251 255,255,255 0,0,0 8,8,8 196,196,196 183,183,183 7,7,7 12,12,12 191,191,191 241,241,241 255,255,255 254,254,254 255,255,255 0,0,0 0,0,0 244,244,244 255,255,255 184,184,184 248,248,248 243,243,243 236,236,236 243,243,243 0,0,0 8,8,8 241,241,241 252,252,252 255,255,255 255,255,255 12,12,12 2,2,2 254,254,254 251,251,251 244,244,244 250,250,250 5,5,5 4,4,4 255,255,255 0,0,0 1,1,1 255,255,255 255,255,255 255,255,255 0,0,0 7,7,7 250,250,250 255,255,255 253,253,253 250,250,250 247,247,247 255,255,255 189,189,189 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
242,242,242 194,194,194 209,209,209 195,195,195 188,188,188 179,179,179 213,213,213 0,0,0 2,2,2 5,5,5 0,0,0 243,243,243 196,196,196 196,196,196 206,206,206 170,170,170 184,184,184 11,11,11 11,11,11 180,180,180 213,213,213 182,182,182 245,245,245 255,255,255 255,255,255 255,255,255 6,6,6 0,0,0 244,244,244 255,255,255 247,247,247 255,255,255 0,0,0 0,0,0 244,244,244 255,255,255 249,249,249 241,241,241 1,1,1 0,0,0 246,246,246 5,5,5 5,5,5 0,0,0 13,13,13 0,0,0 3,3,3 253,253,253 244,244,244 249,249,249 247,247,247 255,255,255 249,249,249 250,250,250 181,181,181 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 194,194,194 232,232,232 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 242,242,242 218,218,218 249,249,249 192,192,192 250,250,250 239,239,239 255,255,255 255,255,255 215,215,215 238,238,238 254,254,254 237,237,237 227,227,227 249,249,249 237,237,237 240,240,240 255,255,255 236,236,236 255,255,255 255,255,255 236,236,236 255,255,255 240,240,240 232,232,232 215,215,215 251,251,251 245,245,245 246,246,246 255,255,255 252,252,252 255,255,255 255,255,255 188,188,188 198,198,198 184,184,184 162,162,162 203,203,203 159,159,159 255,255,255 255,255,255 251,251,251 239,239,239 250,250,250 253,253,253 255,255,255 192,192,192 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 191,191,191 255,255,255 237,237,237 251,251,251 239,239,239 241,241,241 255,255,255 251,251,251 255,255,255 167,167,167 255,255,255 197,197,197 252,252,252 255,255,255 252,252,252 246,246,246 195,195,195 254,254,254 255,255,255 236,236,236 194,194,194 184,184,184 204,204,204 200,200,200 182,182,182 186,186,186 204,204,204 198,198,198 193,193,193 198,198,198 194,194,194 196,196,196 205,205,205 233,233,233 255,255,255 255,255,255 255,255,255 251,251,251 238,238,238 249,249,249 191,191,191 241,241,241 255,255,255 251,251,251 254,254,254 208,208,208 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 243,243,243 249,249,249 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 162,162,162 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 242,242,242 255,255,255 249,249,249 198,198,198 255,255,255 192,192,192 237,237,237 255,255,255 247,247,247 255,255,255 181,181,181 249,249,249 255,255,255 255,255,255 255,255,255 243,243,243 251,251,251 244,244,244 211,211,211 240,240,240 255,255,255 243,243,243 251,251,251 250,250,250 255,255,255 255,255,255 238,238,238 255,255,255 249,249,249 244,244,244 255,255,255 249,249,249 255,255,255 255,255,255 190,190,190 255,255,255 251,251,251 253,253,253 255,255,255 180,180,180 248,248,248 255,255,255 255,255,255 246,246,246 254,254,254 255,255,255 255,255,255 197,197,197 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
