30 60
253,253,253 255,255,255 234,234,234 255,255,255 243,243,243 255,255,255 179,179,179 229,229,229 174,174,174 207,207,207 209,209,209 179,179,179 190,190,190 255,255,255 255,255,255 247,247,247 255,255,255 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 236,236,236 255,255,255 255,255,255 246,246,246 176,176,176 248,248,248 246,246,246 250,250,250 207,207,207 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 238,238,238 255,255,255 255,255,255 255,255,255 245,245,245 255,255,255 184,184,184 251,251,251 255,255,255 174,174,174 251,251,251 255,255,255 253,253,253 254,254,254 255,255,255 189,189,189 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 255,255,255 255,255,255 253,253,253 250,250,250 11,11,11 0,0,0 251,251,251 255,255,255 237,237,237 240,240,240 3,3,3 1,1,1 255,255,255 0,0,0 9,9,9 241,241,241 245,245,245 255,255,255 255,255,255 0,0,0 16,16,16 237,237,237 4,4,4 8,8,8 244,244,244 255,255,255 241,241,241 251,251,251 13,13,13 3,3,3 251,251,251 232,232,232 16,16,16 0,0,0 3,3,3 11,11,11 0,0,0 0,0,0 198,198,198 173,173,173 175,175,175 190,190,190 10,10,10 0,0,0 9,9,9 5,5,5 239,239,239 216,216,216 249,249,249 255,255,255 247,247,247 244,244,244 255,255,255 182,182,182 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 244,244,244 254,254,254 247,247,247 6,6,6 0,0,0 252,252,252 250,250,250 255,255,255 255,255,255 0,0,0 0,0,0 246,246,246 0,0,0 8,8,8 255,255,255 246,246,246 253,253,253 0,0,0 7,7,7 246,246,246 255,255,255 0,0,0 1,1,1 2,2,2 249,249,249 243,243,243 5,5,5 3,3,3 0,0,0 255,255,255 6,6,6 1,1,1 255,255,255 251,251,251 230,230,230 200,200,200 7,7,7 0,0,0 255,255,255 255,255,255 0,0,0 2,2,2 245,245,245 255,255,255 0,0,0 8,8,8 182,182,182 236,236,236 249,249,249 255,255,255 250,250,250 252,252,252 203,203,203 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
236,236,236 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 2,2,2 0,0,0 249,249,249 250,250,250 0,0,0 12,12,12 185,185,185 255,255,255 11,11,11 0,0,0 254,254,254 245,245,245 5,5,5 0,0,0 242,242,242 250,250,250 252,252,252 7,7,7 0,0,0 0,0,0 7,7,7 8,8,8 0,0,0 0,0,0 12,12,12 246,246,246 3,3,3 0,0,0 252,252,252 255,255,255 247,247,247 214,214,214 240,240,240 247,247,247 235,235,235 1,1,1 3,3,3 235,235,235 255,255,255 242,242,242 196,196,196 1,1,1 0,0,0 227,227,227 191,191,191 166,166,166 198,198,198 200,200,200 194,194,194 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 227,227,227 255,255,255 249,249,249 231,231,231 200,200,200 10,10,10 5,5,5 0,0,0 17,17,17 254,254,254 180,180,180 255,255,255 0,0,0 0,0,0 252,252,252 3,3,3 0,0,0 255,255,255 255,255,255 187,187,187 199,199,199 0,0,0 6,6,6 177,177,177 11,11,11 0,0,0 194,194,194 11,11,11 0,0,0 204,204,204 4,4,4 8,8,8 196,196,196 198,198,198 195,195,195 163,163,163 210,210,210 189,189,189 185,185,185 199,199,199 241,241,241 255,255,255 251,251,251 249,249,249 206,206,206 0,0,0 0,0,0 253,253,253 252,252,252 236,236,236 255,255,255 255,255,255 194,194,194 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 241,241,241 255,255,255 251,251,251 249,249,249 255,255,255 186,186,186 252,252,252 0,0,0 9,9,9 242,242,242 246,246,246 204,204,204 249,249,249 10,10,10 0,0,0 0,0,0 10,10,10 245,245,245 245,245,245 255,255,255 186,186,186 250,250,250 3,3,3 0,0,0 255,255,255 0,0,0 6,6,6 255,255,255 0,0,0 0,0,0 247,247,247 244,244,244 0,0,0 3,3,3 0,0,0 13,13,13 4,4,4 0,0,0 254,254,254 255,255,255 185,185,185 247,247,247 255,255,255 234,234,234 255,255,255 0,0,0 4,4,4 255,255,255 247,247,247 247,247,247 255,255,255 245,245,245 247,247,247 192,192,192 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
193,193,193 178,178,178 199,199,199 209,209,209 190,190,190 185,185,185 215,215,215 249,249,249 0,0,0 7,7,7 185,185,185 183,183,183 208,208,208 249,249,249 6,6,6 0,0,0 4,4,4 0,0,0 255,255,255 255,255,255 251,251,251 197,197,197 250,250,250 0,0,0 0,0,0 255,255,255 0,0,0 2,2,2 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 187,187,187 255,255,255 251,251,251 233,233,233 255,255,255 0,0,0 3,3,3 247,247,247 203,203,203 253,253,253 254,254,254 255,255,255 0,0,0 3,3,3 249,249,249 255,255,255 248,248,248 255,255,255 255,255,255 234,234,234 253,253,253 198,198,198 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 235,235,235 251,251,251 245,245,245 255,255,255 223,223,223 1,1,1 0,0,0 0,0,0 0,0,0 249,249,249 180,180,180 255,255,255 0,0,0 3,3,3 253,253,253 0,0,0 0,0,0 243,243,243 255,255,255 190,190,190 244,244,244 0,0,0 0,0,0 255,255,255 255,255,255 238,238,238 253,253,253 0,0,0 0,0,0 251,251,251 253,253,253 178,178,178 239,239,239 255,255,255 255,255,255 252,252,252 0,0,0 0,0,0 255,255,255 178,178,178 255,255,255 240,240,240 9,9,9 0,0,0 197,197,197 255,255,255 245,245,245 250,250,250 239,239,239 255,255,255 255,255,255 255,255,255 184,184,184 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
238,238,238 247,247,247 255,255,255 250,250,250 255,255,255 255,255,255 0,0,0 1,1,1 190,190,190 255,255,255 3,3,3 0,0,0 209,209,209 244,244,244 15,15,15 0,0,0 252,252,252 255,255,255 18,18,18 0,0,0 251,251,251 191,191,191 255,255,255 0,0,0 9,9,9 240,240,240 255,255,255 249,249,249 255,255,255 13,13,13 0,0,0 255,255,255 255,255,255 183,183,183 255,255,255 255,255,255 241,241,241 242,242,242 1,1,1 2,2,2 242,242,242 183,183,183 243,243,243 13,13,13 0,0,0 255,255,255 196,196,196 248,248,248 247,247,247 255,255,255 255,255,255 247,247,247 254,254,254 246,246,246 189,189,189 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 255,255,255 247,247,247 235,235,235 231,231,231 0,0,0 16,16,16 248,248,248 202,202,202 179,179,179 162,162,162 9,9,9 1,1,1 236,236,236 0,0,0 7,7,7 240,240,240 247,247,247 255,255,255 8,8,8 16,16,16 185,185,185 255,255,255 3,3,3 2,2,2 243,243,243 243,243,243 252,252,252 254,254,254 0,0,0 0,0,0 244,244,244 0,0,0 7,7,7 240,240,240 252,252,252 251,251,251 255,255,255 6,6,6 0,0,0 255,255,255 201,201,201 0,0,0 10,10,10 255,255,255 239,239,239 195,195,195 255,255,255 252,252,252 244,244,244 235,235,235 255,255,255 248,248,248 238,238,238 212,212,212 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
235,235,235 181,181,181 220,220,220 184,184,184 211,211,211 0,0,0 0,0,0 187,187,187 189,189,189 206,206,206 206,206,206 0,0,0 0,0,0 200,200,200 0,0,0 11,11,11 207,207,207 187,187,187 196,196,196 193,193,193 0,0,0 20,20,20 248,248,248 0,0,0 0,0,0 255,255,255 255,255,255 243,243,243 243,243,243 0,0,0 7,7,7 255,255,255 255,255,255 0,0,0 2,2,2 7,7,7 0,0,0 0,0,0 0,0,0 255,255,255 243,243,243 4,4,4 5,5,5 0,0,0 1,1,1 2,2,2 0,0,0 5,5,5 13,13,13 239,239,239 255,255,255 237,237,237 255,255,255 255,255,255 191,191,191 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 188,188,188 221,221,221 255,255,255 253,253,253 252,252,252 255,255,255 247,247,247 246,246,246 242,242,242 192,192,192 255,255,255 201,201,201 249,249,249 255,255,255 249,249,249 243,243,243 203,203,203 255,255,255 233,233,233 255,255,255 221,221,221 240,240,240 255,255,255 249,249,249 254,254,254 244,244,244 255,255,255 255,255,255 244,244,244 247,247,247 245,245,245 235,235,235 213,213,213 255,255,255 250,250,250 250,250,250 255,255,255 241,241,241 254,254,254 255,255,255 179,179,179 194,194,194 188,188,188 194,194,194 194,194,194 184,184,184 255,255,255 243,243,243 255,255,255 253,253,253 255,255,255 247,247,247 244,244,244 203,203,203 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
234,234,234 206,206,206 255,255,255 236,236,236 254,254,254 233,233,233 255,255,255 255,255,255 255,255,255 255,255,255 199,199,199 247,247,247 182,182,182 230,230,230 255,255,255 237,237,237 255,255,255 198,198,198 224,224,224 245,245,245 253,253,253 191,191,191 183,183,183 198,198,198 203,203,203 168,168,168 196,196,196 199,199,199 181,181,181 202,202,202 203,203,203 194,194,194 202,202,202 189,189,189 219,219,219 255,255,255 255,255,255 242,242,242 255,255,255 253,253,253 255,255,255 187,187,187 255,255,255 248,248,248 232,232,232 255,255,255 187,187,187 240,240,240 255,255,255 250,250,250 251,251,251 255,255,255 250,250,250 252,252,252 196,196,196 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 172,172,172 255,255,255 255,255,255 248,248,248 255,255,255 240,240,240 250,250,250 255,255,255 243,243,243 199,199,199 253,253,253 202,202,202 253,253,253 242,242,242 255,255,255 255,255,255 186,186,186 255,255,255 255,255,255 249,249,249 255,255,255 245,245,245 255,255,255 244,244,244 211,211,211 234,234,234 255,255,255 249,249,249 243,243,243 250,250,250 255,255,255 255,255,255 249,249,249 255,255,255 250,250,250 248,248,248 243,243,243 255,255,255 247,247,247 250,250,250 188,188,188 255,255,255 255,255,255 254,254,254 251,251,251 188,188,188 255,255,255 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 255,255,255 191,191,191 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
