30 60
255,255,255 240,240,240 246,246,246 255,255,255 255,255,255 255,255,255 172,172,172 219,219,219 195,195,195 196,196,196 186,186,186 184,184,184 192,192,192 255,255,255 249,249,249 255,255,255 249,249,249 251,251,251 255,255,255 235,235,235 242,242,242 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 185,185,185 250,250,250 234,234,234 245,245,245 212,212,212 251,251,251 242,242,242 240,240,240 252,252,252 255,255,255 249,249,249 241,241,241 255,255,255 240,240,240 243,243,243 245,245,245 198,198,198 255,255,255 254,254,254 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 249,249,249 255,255,255 255,255,255 237,237,237 236,236,236 206,206,206 0,0,0 6,6,6 0,0,0 17,17,17 250,250,250 196,196,196 239,239,239 251,251,251 247,247,247 0,0,0 0,0,0 4,4,4 0,0,0 254,254,254 255,255,255 247,247,247 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 7,7,7 11,11,11 237,237,237 255,255,255 10,10,10 0,0,0 195,195,195 210,210,210 200,200,200 170,170,170 9,9,9 3,3,3 194,194,194 195,195,195 190,190,190 187,187,187 13,13,13 0,0,0 238,238,238 255,255,255 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
237,237,237 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 0,0,0 0,0,0 250,250,250 249,249,249 0,0,0 0,0,0 191,191,191 255,255,255 249,249,249 0,0,0 0,0,0 255,255,255 243,243,243 8,8,8 0,0,0 255,255,255 255,255,255 0,0,0 7,7,7 245,245,245 255,255,255 253,253,253 241,241,241 191,191,191 255,255,255 245,245,245 0,0,0 11,11,11 241,241,241 255,255,255 240,240,240 197,197,197 9,9,9 0,0,0 231,231,231 253,253,253 255,255,255 14,14,14 0,0,0 0,0,0 255,255,255 244,244,244 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 0,0,0 10,10,10 255,255,255 254,254,254 255,255,255 255,255,255 13,13,13 198,198,198 241,241,241 0,0,0 0,0,0 255,255,255 232,232,232 252,252,252 247,247,247 0,0,0 14,14,14 245,245,245 0,0,0 3,3,3 232,232,232 255,255,255 250,250,250 255,255,255 183,183,183 255,255,255 252,252,252 0,0,0 1,1,1 248,248,248 252,252,252 243,243,243 209,209,209 0,0,0 0,0,0 255,255,255 249,249,249 0,0,0 0,0,0 2,2,2 4,4,4 203,203,203 182,182,182 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 249,249,249 242,242,242 255,255,255 0,0,0 0,0,0 255,255,255 252,252,252 248,248,248 242,242,242 252,252,252 171,171,171 255,255,255 8,8,8 15,15,15 250,250,250 252,252,252 255,255,255 255,255,255 12,12,12 0,0,0 193,193,193 17,17,17 0,0,0 197,197,197 6,6,6 0,0,0 0,0,0 202,202,202 191,191,191 196,196,196 0,0,0 0,0,0 201,201,201 202,202,202 205,205,205 179,179,179 3,3,3 2,2,2 199,199,199 172,172,172 255,255,255 255,255,255 0,0,0 17,17,17 187,187,187 255,255,255 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 251,251,251 255,255,255 255,255,255 236,236,236 14,14,14 0,0,0 250,250,250 0,0,0 8,8,8 5,5,5 238,238,238 217,217,217 253,253,253 0,0,0 0,0,0 255,255,255 255,255,255 252,252,252 246,246,246 4,4,4 0,0,0 255,255,255 0,0,0 1,1,1 6,6,6 246,246,246 255,255,255 1,1,1 0,0,0 255,255,255 245,245,245 6,6,6 0,0,0 255,255,255 0,0,0 8,8,8 250,250,250 0,0,0 1,1,1 252,252,252 212,212,212 248,248,248 253,253,253 4,4,4 0,0,0 187,187,187 251,251,251 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
197,197,197 196,196,196 181,181,181 194,194,194 196,196,196 2,2,2 1,1,1 2,2,2 189,189,189 196,196,196 0,0,0 0,0,0 195,195,195 253,253,253 0,0,0 1,1,1 255,255,255 255,255,255 248,248,248 245,245,245 0,0,0 0,0,0 255,255,255 244,244,244 254,254,254 251,251,251 245,245,245 255,255,255 250,250,250 2,2,2 12,12,12 242,242,242 5,5,5 0,0,0 255,255,255 0,0,0 0,0,0 255,255,255 0,0,0 1,1,1 255,255,255 204,204,204 236,236,236 255,255,255 0,0,0 0,0,0 207,207,207 250,250,250 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
246,246,246 250,250,250 255,255,255 238,238,238 255,255,255 0,0,0 0,0,0 250,250,250 191,191,191 238,238,238 255,255,255 22,22,22 0,0,0 255,255,255 0,0,0 0,0,0 251,251,251 242,242,242 255,255,255 255,255,255 0,0,0 4,4,4 235,235,235 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 0,0,0 0,0,0 255,255,255 0,0,0 1,1,1 249,249,249 8,8,8 2,2,2 248,248,248 8,8,8 0,0,0 251,251,251 179,179,179 255,255,255 251,251,251 0,0,0 10,10,10 182,182,182 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 248,248,248 254,254,254 246,246,246 247,247,247 0,0,0 2,2,2 255,255,255 189,189,189 255,255,255 255,255,255 0,0,0 3,3,3 255,255,255 0,0,0 2,2,2 239,239,239 255,255,255 251,251,251 236,236,236 3,3,3 3,3,3 255,255,255 0,0,0 0,0,0 255,255,255 245,245,245 255,255,255 255,255,255 22,22,22 0,0,0 255,255,255 0,0,0 4,4,4 1,1,1 1,1,1 0,0,0 2,2,2 15,15,15 0,0,0 248,248,248 204,204,204 244,244,244 249,249,249 11,11,11 0,0,0 187,187,187 236,236,236 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
236,236,236 255,255,255 253,253,253 249,249,249 241,241,241 255,255,255 8,8,8 0,0,0 200,200,200 179,179,179 0,0,0 0,0,0 202,202,202 249,249,249 249,249,249 13,13,13 0,0,0 252,252,252 248,248,248 19,19,19 0,0,0 195,195,195 255,255,255 255,255,255 1,1,1 9,9,9 250,250,250 244,244,244 0,0,0 0,0,0 255,255,255 251,251,251 13,13,13 0,0,0 0,0,0 248,248,248 241,241,241 0,0,0 0,0,0 5,5,5 253,253,253 191,191,191 255,255,255 253,253,253 0,0,0 3,3,3 208,208,208 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 179,179,179 204,204,204 174,174,174 207,207,207 209,209,209 198,198,198 0,0,0 0,0,0 4,4,4 7,7,7 253,253,253 192,192,192 179,179,179 186,186,186 173,173,173 5,5,5 3,3,3 0,0,0 0,0,0 196,196,196 191,191,191 244,244,244 255,255,255 255,255,255 0,0,0 14,14,14 0,0,0 3,3,3 255,255,255 252,252,252 255,255,255 0,0,0 7,7,7 244,244,244 255,255,255 255,255,255 240,240,240 11,11,11 0,0,0 255,255,255 175,175,175 5,5,5 0,0,0 5,5,5 0,0,0 2,2,2 0,0,0 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 183,183,183 245,245,245 254,254,254 255,255,255 240,240,240 251,251,251 255,255,255 251,251,251 255,255,255 181,181,181 241,241,241 203,203,203 248,248,248 255,255,255 255,255,255 248,248,248 215,215,215 228,228,228 254,254,254 255,255,255 202,202,202 245,245,245 247,247,247 246,246,246 249,249,249 252,252,252 251,251,251 255,255,255 225,225,225 255,255,255 241,241,241 228,228,228 213,213,213 252,252,252 243,243,243 244,244,244 255,255,255 250,250,250 255,255,255 255,255,255 162,162,162 205,205,205 180,180,180 171,171,171 213,213,213 178,178,178 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 198,198,198 243,243,243 255,255,255 248,248,248 235,235,235 255,255,255 238,238,238 250,250,250 238,238,238 199,199,199 252,252,252 187,187,187 255,255,255 243,243,243 248,248,248 242,242,242 189,189,189 255,255,255 243,243,243 240,240,240 179,179,179 205,205,205 194,194,194 197,197,197 170,170,170 194,194,194 208,208,208 182,182,182 207,207,207 201,201,201 195,195,195 206,206,206 193,193,193 237,237,237 255,255,255 255,255,255 255,255,255 239,239,239 248,248,248 251,251,251 192,192,192 255,255,255 255,255,255 254,254,254 250,250,250 190,190,190 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 187,187,187 241,241,241 255,255,255 250,250,250 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 190,190,190 248,248,248 202,202,202 232,232,232 255,255,255 246,246,246 255,255,255 190,190,190 248,248,248 253,253,253 255,255,255 255,255,255 234,234,234 255,255,255 253,253,253 212,212,212 238,238,238 248,248,248 255,255,255 237,237,237 245,245,245 255,255,255 254,254,254 252,252,252 244,244,244 252,252,252 247,247,247 245,245,245 255,255,255 254,254,254 255,255,255 195,195,195 248,248,248 249,249,249 255,255,255 253,253,253 182,182,182 254,254,254 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
